Species,Sector,Region,Fuel,2014_Proportion
BENZ,BENZ_rcor,MES,process,0.0
BENZ,BENZ_rcor,LAM,process,0.0
BENZ,BENZ_rcor,REA,process,0.0
BENZ,BENZ_rcor,KOR,process,0.0
BENZ,BENZ_rcor,IDZ,process,0.0
BENZ,BENZ_shp,USA,process,0.019230600364740034
BENZ,BENZ_shp,CAN,process,0.007943243276110425
BENZ,BENZ_shp,MEX,process,0.01580969420660347
BENZ,BENZ_shp,JPN,process,0.05501424932775971
BENZ,BENZ_shp,ANZ,process,0.005795091538516816
BENZ,BENZ_shp,EUR,process,0.045914192679436736
BENZ,BENZ_shp,ROE,process,0.2139664610545441
BENZ,BENZ_shp,RUS,process,0.0797838154160931
BENZ,BENZ_shp,ASI,process,0.06910866110648088
BENZ,BENZ_shp,CHN,process,0.11176447270455471
BENZ,BENZ_shp,IND,process,0.11412933800303328
BENZ,BENZ_shp,BRA,process,0.06990629259743746
BENZ,BENZ_shp,AFR,process,0.2356658379082385
BENZ,BENZ_shp,MES,process,0.7011419672343865
BENZ,BENZ_shp,LAM,process,0.1358647954389042
BENZ,BENZ_shp,REA,process,0.10543039163930805
BENZ,BENZ_shp,KOR,process,0.10625542602900802
BENZ,BENZ_shp,IDZ,process,0.130128441719189
BENZ,BENZ_slv,USA,process,0.0
BENZ,BENZ_slv,CAN,process,0.0
BENZ,BENZ_slv,MEX,process,0.0
BENZ,BENZ_slv,JPN,process,0.0
BENZ,BENZ_slv,ANZ,process,0.0
BENZ,BENZ_slv,EUR,process,0.0
BENZ,BENZ_slv,ROE,process,0.0
BENZ,BENZ_slv,RUS,process,0.0
BENZ,BENZ_slv,ASI,process,0.0
BENZ,BENZ_slv,CHN,process,0.0
BENZ,BENZ_slv,IND,process,0.0
BENZ,BENZ_slv,BRA,process,0.0
BENZ,BENZ_slv,AFR,process,0.0
BENZ,BENZ_slv,MES,process,0.0
BENZ,BENZ_slv,LAM,process,0.0
BENZ,BENZ_slv,REA,process,0.0
BENZ,BENZ_slv,KOR,process,0.0
BENZ,BENZ_slv,IDZ,process,0.0
BENZ,BENZ_road,USA,process,0.0
BENZ,BENZ_road,CAN,process,0.0
BENZ,BENZ_road,MEX,process,0.0
BENZ,BENZ_road,JPN,process,0.0
BENZ,BENZ_road,ANZ,process,0.0
BENZ,BENZ_road,EUR,process,0.0
BENZ,BENZ_road,ROE,process,0.0
BENZ,BENZ_road,RUS,process,0.0
BENZ,BENZ_road,ASI,process,0.0
BENZ,BENZ_road,CHN,process,0.0
BENZ,BENZ_road,IND,process,0.0
BENZ,BENZ_road,BRA,process,0.0
BENZ,BENZ_road,AFR,process,0.0
BENZ,BENZ_road,MES,process,0.0
BENZ,BENZ_road,LAM,process,0.0
BENZ,BENZ_road,REA,process,0.0
BENZ,BENZ_road,KOR,process,0.0
BENZ,BENZ_road,IDZ,process,0.0
BENZ,BENZ_wst,USA,process,1.0
BENZ,BENZ_wst,CAN,process,1.0
BENZ,BENZ_wst,MEX,process,1.0
BENZ,BENZ_wst,JPN,process,1.0
BENZ,BENZ_wst,ANZ,process,1.0
BENZ,BENZ_wst,EUR,process,1.0
BENZ,BENZ_wst,ROE,process,1.0
BENZ,BENZ_wst,RUS,process,1.0
BENZ,BENZ_wst,ASI,process,1.0
BENZ,BENZ_wst,CHN,process,1.0
BENZ,BENZ_wst,IND,process,1.0
BENZ,BENZ_wst,BRA,process,1.0
BENZ,BENZ_wst,AFR,process,1.0
BENZ,BENZ_wst,MES,process,1.0
BENZ,BENZ_wst,LAM,process,1.0
BENZ,BENZ_wst,REA,process,1.0
BENZ,BENZ_wst,KOR,process,1.0
BENZ,BENZ_wst,IDZ,process,1.0
BUTENE,BUTENE_agr,USA,process,0.0
BUTENE,BUTENE_agr,CAN,process,0.0
BUTENE,BUTENE_agr,MEX,process,0.0
BUTENE,BUTENE_agr,JPN,process,0.0
BUTENE,BUTENE_agr,ANZ,process,0.0
BUTENE,BUTENE_agr,EUR,process,0.0
BUTENE,BUTENE_agr,ROE,process,0.0
BUTENE,BUTENE_agr,RUS,process,0.0
BUTENE,BUTENE_agr,ASI,process,0.0
BUTENE,BUTENE_agr,CHN,process,0.0
BUTENE,BUTENE_agr,IND,process,0.0
BUTENE,BUTENE_agr,BRA,process,0.0
BUTENE,BUTENE_agr,AFR,process,0.0
BUTENE,BUTENE_agr,MES,process,0.0
BUTENE,BUTENE_agr,LAM,process,0.0
BUTENE,BUTENE_agr,REA,process,0.0
BUTENE,BUTENE_agr,KOR,process,0.0
BUTENE,BUTENE_agr,IDZ,process,0.0
BUTENE,BUTENE_rcoc,USA,process,0.0
BUTENE,BUTENE_rcoc,CAN,process,0.0
BUTENE,BUTENE_rcoc,MEX,process,0.0
BUTENE,BUTENE_rcoc,JPN,process,0.0
BUTENE,BUTENE_rcoc,ANZ,process,0.0
BUTENE,BUTENE_rcoc,EUR,process,0.0
BUTENE,BUTENE_rcoc,ROE,process,0.0
BUTENE,BUTENE_rcoc,RUS,process,0.0
BUTENE,BUTENE_rcoc,ASI,process,0.0
BUTENE,BUTENE_rcoc,CHN,process,0.0
BUTENE,BUTENE_rcoc,IND,process,0.0
BUTENE,BUTENE_rcoc,BRA,process,0.0
BUTENE,BUTENE_rcoc,AFR,process,0.0
BUTENE,BUTENE_rcoc,MES,process,0.0
BUTENE,BUTENE_rcoc,LAM,process,0.0
BUTENE,BUTENE_rcoc,REA,process,0.0
BUTENE,BUTENE_rcoc,KOR,process,0.0
BUTENE,BUTENE_rcoc,IDZ,process,0.0
BUTENE,BUTENE_ene,USA,process,0.989074604797244
BUTENE,BUTENE_ene,CAN,process,0.9602470182364459
BUTENE,BUTENE_ene,MEX,process,0.9741461315804792
BUTENE,BUTENE_ene,JPN,process,0.8574882478430457
BUTENE,BUTENE_ene,ANZ,process,0.8641338293414978
BUTENE,BUTENE_ene,EUR,process,0.9057155526259529
BUTENE,BUTENE_ene,ROE,process,0.9415192832924905
BUTENE,BUTENE_ene,RUS,process,0.9257979311108514
BUTENE,BUTENE_ene,ASI,process,0.9881762231624865
BUTENE,BUTENE_ene,CHN,process,0.971322818221904
BUTENE,BUTENE_ene,IND,process,0.8921107501153828
BUTENE,BUTENE_ene,BRA,process,0.9962743470867974
BUTENE,BUTENE_ene,AFR,process,0.9993667729204078
BUTENE,BUTENE_ene,MES,process,0.9848455509448878
BUTENE,BUTENE_ene,LAM,process,0.9968145319041516
BUTENE,BUTENE_ene,REA,process,0.9967150659094574
BUTENE,BUTENE_ene,KOR,process,0.9451688156070964
BUTENE,BUTENE_ene,IDZ,process,0.9919241483292656
BUTENE,BUTENE_ind,USA,process,0.7649998418652163
BUTENE,BUTENE_ind,CAN,process,0.4408245154013425
BUTENE,BUTENE_ind,MEX,process,0.5857212673342115
BUTENE,BUTENE_ind,JPN,process,0.5988001469801235
BUTENE,BUTENE_ind,ANZ,process,0.4287473159255269
BUTENE,BUTENE_ind,EUR,process,0.804996701844767
BUTENE,BUTENE_ind,ROE,process,0.4415066230794976
BUTENE,BUTENE_ind,RUS,process,0.4900080810829704
BUTENE,BUTENE_ind,ASI,process,0.48854543919609444
BUTENE,BUTENE_ind,CHN,process,0.36086947671087527
BUTENE,BUTENE_ind,IND,process,0.1958390780672271
BUTENE,BUTENE_ind,BRA,process,0.21246244911781484
BUTENE,BUTENE_ind,AFR,process,0.1524897395465164
BUTENE,BUTENE_ind,MES,process,0.668311508396562
BUTENE,BUTENE_ind,LAM,process,0.26320785621506126
BUTENE,BUTENE_ind,REA,process,0.16510157076073462
BUTENE,BUTENE_ind,KOR,process,0.9562908390516509
BUTENE,BUTENE_ind,IDZ,process,0.36222865195638243
BUTENE,BUTENE_nrtr,USA,process,0.0
BUTENE,BUTENE_nrtr,CAN,process,0.0
BUTENE,BUTENE_nrtr,MEX,process,0.0
BUTENE,BUTENE_nrtr,JPN,process,0.0
BUTENE,BUTENE_nrtr,ANZ,process,0.0
BUTENE,BUTENE_nrtr,EUR,process,0.0
BUTENE,BUTENE_nrtr,ROE,process,0.0
BUTENE,BUTENE_nrtr,RUS,process,0.0
BUTENE,BUTENE_nrtr,ASI,process,0.0
BUTENE,BUTENE_nrtr,CHN,process,0.0
BUTENE,BUTENE_nrtr,IND,process,0.0
BUTENE,BUTENE_nrtr,BRA,process,0.0
BUTENE,BUTENE_nrtr,AFR,process,0.0
BUTENE,BUTENE_nrtr,MES,process,0.0
BUTENE,BUTENE_nrtr,LAM,process,0.0
BUTENE,BUTENE_nrtr,REA,process,0.0
BUTENE,BUTENE_nrtr,KOR,process,0.0
BUTENE,BUTENE_nrtr,IDZ,process,0.0
BUTENE,BUTENE_rcoo,USA,process,0.0
BUTENE,BUTENE_rcoo,CAN,process,0.0
BUTENE,BUTENE_rcoo,MEX,process,0.0
BUTENE,BUTENE_rcoo,JPN,process,0.0
BUTENE,BUTENE_rcoo,ANZ,process,0.0
BUTENE,BUTENE_rcoo,EUR,process,0.0
BUTENE,BUTENE_rcoo,ROE,process,0.0
BUTENE,BUTENE_rcoo,RUS,process,0.0
BUTENE,BUTENE_rcoo,ASI,process,0.0
BUTENE,BUTENE_rcoo,CHN,process,0.0
BUTENE,BUTENE_rcoo,IND,process,0.0
BUTENE,BUTENE_rcoo,BRA,process,0.0
BUTENE,BUTENE_rcoo,AFR,process,0.0
BUTENE,BUTENE_rcoo,MES,process,0.0
BUTENE,BUTENE_rcoo,LAM,process,0.0
BUTENE,BUTENE_rcoo,REA,process,0.0
BUTENE,BUTENE_rcoo,KOR,process,0.0
BUTENE,BUTENE_rcoo,IDZ,process,0.0
BUTENE,BUTENE_rcor,USA,process,0.0
BUTENE,BUTENE_rcor,CAN,process,0.0
BUTENE,BUTENE_rcor,MEX,process,0.0
BUTENE,BUTENE_rcor,JPN,process,0.0
BUTENE,BUTENE_rcor,ANZ,process,0.0
BUTENE,BUTENE_rcor,EUR,process,0.0
BUTENE,BUTENE_rcor,ROE,process,0.0
BUTENE,BUTENE_rcor,RUS,process,0.0
BUTENE,BUTENE_rcor,ASI,process,0.0
BUTENE,BUTENE_rcor,CHN,process,0.0
BUTENE,BUTENE_rcor,IND,process,0.0
BUTENE,BUTENE_rcor,BRA,process,0.0
BUTENE,BUTENE_rcor,AFR,process,0.0
BUTENE,BUTENE_rcor,MES,process,0.0
BUTENE,BUTENE_rcor,LAM,process,0.0
BUTENE,BUTENE_rcor,REA,process,0.0
BUTENE,BUTENE_rcor,KOR,process,0.0
BUTENE,BUTENE_rcor,IDZ,process,0.0
BUTENE,BUTENE_shp,USA,process,0.0
BUTENE,BUTENE_shp,CAN,process,0.0
BUTENE,BUTENE_shp,MEX,process,0.0
BUTENE,BUTENE_shp,JPN,process,0.0
BUTENE,BUTENE_shp,ANZ,process,0.0
BUTENE,BUTENE_shp,EUR,process,0.0
BUTENE,BUTENE_shp,ROE,process,0.0
BUTENE,BUTENE_shp,RUS,process,0.0
BUTENE,BUTENE_shp,ASI,process,0.0
BUTENE,BUTENE_shp,CHN,process,0.0
BUTENE,BUTENE_shp,IND,process,0.0
BUTENE,BUTENE_shp,BRA,process,0.0
BUTENE,BUTENE_shp,AFR,process,0.0
BUTENE,BUTENE_shp,MES,process,0.0
BUTENE,BUTENE_shp,LAM,process,0.0
BUTENE,BUTENE_shp,REA,process,0.0
BUTENE,BUTENE_shp,KOR,process,0.0
BUTENE,BUTENE_shp,IDZ,process,0.0
BUTENE,BUTENE_slv,USA,process,0.0
BUTENE,BUTENE_slv,CAN,process,0.0
BUTENE,BUTENE_slv,MEX,process,0.0
BUTENE,BUTENE_slv,JPN,process,0.0
BUTENE,BUTENE_slv,ANZ,process,0.0
BUTENE,BUTENE_slv,EUR,process,0.0
BUTENE,BUTENE_slv,ROE,process,0.0
BUTENE,BUTENE_slv,RUS,process,0.0
BUTENE,BUTENE_slv,ASI,process,0.0
BUTENE,BUTENE_slv,CHN,process,0.0
BUTENE,BUTENE_slv,IND,process,0.0
BUTENE,BUTENE_slv,BRA,process,0.0
BUTENE,BUTENE_slv,AFR,process,0.0
BUTENE,BUTENE_slv,MES,process,0.0
BUTENE,BUTENE_slv,LAM,process,0.0
BUTENE,BUTENE_slv,REA,process,0.0
BUTENE,BUTENE_slv,KOR,process,0.0
BUTENE,BUTENE_slv,IDZ,process,0.0
BUTENE,BUTENE_road,USA,process,0.0
BUTENE,BUTENE_road,CAN,process,0.0
BUTENE,BUTENE_road,MEX,process,0.0
BUTENE,BUTENE_road,JPN,process,0.0
BUTENE,BUTENE_road,ANZ,process,0.0
BUTENE,BUTENE_road,EUR,process,0.0
BUTENE,BUTENE_road,ROE,process,0.0
BUTENE,BUTENE_road,RUS,process,0.0
BUTENE,BUTENE_road,ASI,process,0.0
BUTENE,BUTENE_road,CHN,process,0.0
BUTENE,BUTENE_road,IND,process,0.0
BUTENE,BUTENE_road,BRA,process,0.0
BUTENE,BUTENE_road,AFR,process,0.0
BUTENE,BUTENE_road,MES,process,0.0
BUTENE,BUTENE_road,LAM,process,0.0
BUTENE,BUTENE_road,REA,process,0.0
BUTENE,BUTENE_road,KOR,process,0.0
BUTENE,BUTENE_road,IDZ,process,0.0
BUTENE,BUTENE_wst,USA,process,1.0
BUTENE,BUTENE_wst,CAN,process,1.0
BUTENE,BUTENE_wst,MEX,process,1.0
BUTENE,BUTENE_wst,JPN,process,1.0
BUTENE,BUTENE_wst,ANZ,process,1.0
BUTENE,BUTENE_wst,EUR,process,1.0
BUTENE,BUTENE_wst,ROE,process,1.0
BUTENE,BUTENE_wst,RUS,process,1.0
BUTENE,BUTENE_wst,ASI,process,1.0
BUTENE,BUTENE_wst,CHN,process,1.0
BUTENE,BUTENE_wst,IND,process,1.0
BUTENE,BUTENE_wst,BRA,process,1.0
BUTENE,BUTENE_wst,AFR,process,1.0
BUTENE,BUTENE_wst,MES,process,1.0
BUTENE,BUTENE_wst,LAM,process,1.0
BUTENE,BUTENE_wst,REA,process,1.0
BUTENE,BUTENE_wst,KOR,process,1.0
BUTENE,BUTENE_wst,IDZ,process,1.0
C2H2,C2H2_agr,USA,process,0.0
C2H2,C2H2_agr,CAN,process,0.0
C2H2,C2H2_agr,MEX,process,0.0
C2H2,C2H2_agr,JPN,process,0.0
C2H2,C2H2_agr,ANZ,process,0.0
C2H2,C2H2_agr,EUR,process,0.0
C2H2,C2H2_agr,ROE,process,0.0
C2H2,C2H2_agr,RUS,process,0.0
C2H2,C2H2_agr,ASI,process,0.0
C2H2,C2H2_agr,CHN,process,0.0
C2H2,C2H2_agr,IND,process,0.0
C2H2,C2H2_agr,BRA,process,0.0
C2H2,C2H2_agr,AFR,process,0.0
C2H2,C2H2_agr,MES,process,0.0
C2H2,C2H2_agr,LAM,process,0.0
C2H2,C2H2_agr,REA,process,0.0
C2H2,C2H2_agr,KOR,process,0.0
C2H2,C2H2_agr,IDZ,process,0.0
C2H2,C2H2_rcoc,USA,process,0.0
C2H2,C2H2_rcoc,CAN,process,0.0
C2H2,C2H2_rcoc,MEX,process,0.0
C2H2,C2H2_rcoc,JPN,process,0.0
C2H2,C2H2_rcoc,ANZ,process,0.0
C2H2,C2H2_rcoc,EUR,process,0.0
C2H2,C2H2_rcoc,ROE,process,0.0
C2H2,C2H2_rcoc,RUS,process,0.0
C2H2,C2H2_rcoc,ASI,process,0.0
C2H2,C2H2_rcoc,CHN,process,0.0
C2H2,C2H2_rcoc,IND,process,0.0
C2H2,C2H2_rcoc,BRA,process,0.0
C2H2,C2H2_rcoc,AFR,process,0.0
C2H2,C2H2_rcoc,MES,process,0.0
C2H2,C2H2_rcoc,LAM,process,0.0
C2H2,C2H2_rcoc,REA,process,0.0
C2H2,C2H2_rcoc,KOR,process,0.0
C2H2,C2H2_rcoc,IDZ,process,0.0
C2H2,C2H2_ene,USA,process,0.9808125656617149
C2H2,C2H2_ene,CAN,process,0.9579482652185525
C2H2,C2H2_ene,MEX,process,0.9627481252691621
C2H2,C2H2_ene,JPN,process,0.8441556300833215
C2H2,C2H2_ene,ANZ,process,0.5800965864401155
C2H2,C2H2_ene,EUR,process,0.8817013077477791
C2H2,C2H2_ene,ROE,process,0.9060993070612646
C2H2,C2H2_ene,RUS,process,0.9046776456427995
C2H2,C2H2_ene,ASI,process,0.7413516813425998
C2H2,C2H2_ene,CHN,process,0.9175447205264712
C2H2,C2H2_ene,IND,process,0.8679882035096412
C2H2,C2H2_ene,BRA,process,0.9600361756459946
C2H2,C2H2_ene,AFR,process,0.8987924781635699
C2H2,C2H2_ene,MES,process,0.8497335000090485
C2H2,C2H2_ene,LAM,process,0.9389965510674748
C2H2,C2H2_ene,REA,process,0.9267917384844703
C2H2,C2H2_ene,KOR,process,0.9431134255748835
C2H2,C2H2_ene,IDZ,process,0.9485354057576895
C2H2,C2H2_ind,USA,process,0.7650110827635412
C2H2,C2H2_ind,CAN,process,0.4411654427060801
C2H2,C2H2_ind,MEX,process,0.725507752206186
C2H2,C2H2_ind,JPN,process,0.5988001453650333
C2H2,C2H2_ind,ANZ,process,0.4289295424389275
C2H2,C2H2_ind,EUR,process,0.8050295286174609
C2H2,C2H2_ind,ROE,process,0.44084684439448807
C2H2,C2H2_ind,RUS,process,0.490054605966965
C2H2,C2H2_ind,ASI,process,0.48844741773594896
C2H2,C2H2_ind,CHN,process,0.3608689754588914
C2H2,C2H2_ind,IND,process,0.19583667772211527
C2H2,C2H2_ind,BRA,process,0.2124779788195747
C2H2,C2H2_ind,AFR,process,0.1530052900083136
C2H2,C2H2_ind,MES,process,0.5014183507085089
C2H2,C2H2_ind,LAM,process,0.2754095774037504
C2H2,C2H2_ind,REA,process,0.1771008865876692
C2H2,C2H2_ind,KOR,process,0.9562545128726069
C2H2,C2H2_ind,IDZ,process,0.36203770630531584
C2H2,C2H2_nrtr,USA,process,0.0
C2H2,C2H2_nrtr,CAN,process,0.0
C2H2,C2H2_nrtr,MEX,process,0.0
C2H2,C2H2_nrtr,JPN,process,0.0
C2H2,C2H2_nrtr,ANZ,process,0.0
C2H2,C2H2_nrtr,EUR,process,0.0
C2H2,C2H2_nrtr,ROE,process,0.0
C2H2,C2H2_nrtr,RUS,process,0.0
C2H2,C2H2_nrtr,ASI,process,0.0
C2H2,C2H2_nrtr,CHN,process,0.0
C2H2,C2H2_nrtr,IND,process,0.0
C2H2,C2H2_nrtr,BRA,process,0.0
C2H2,C2H2_nrtr,AFR,process,0.0
C2H2,C2H2_nrtr,MES,process,0.0
C2H2,C2H2_nrtr,LAM,process,0.0
C2H2,C2H2_nrtr,REA,process,0.0
C2H2,C2H2_nrtr,KOR,process,0.0
C2H2,C2H2_nrtr,IDZ,process,0.0
C2H2,C2H2_rcoo,USA,process,0.0
C2H2,C2H2_rcoo,CAN,process,0.0
C2H2,C2H2_rcoo,MEX,process,0.0
C2H2,C2H2_rcoo,JPN,process,0.0
C2H2,C2H2_rcoo,ANZ,process,0.0
C2H2,C2H2_rcoo,EUR,process,0.0
C2H2,C2H2_rcoo,ROE,process,0.0
C2H2,C2H2_rcoo,RUS,process,0.0
C2H2,C2H2_rcoo,ASI,process,0.0
C2H2,C2H2_rcoo,CHN,process,0.0
C2H2,C2H2_rcoo,IND,process,0.0
C2H2,C2H2_rcoo,BRA,process,0.0
C2H2,C2H2_rcoo,AFR,process,0.0
C2H2,C2H2_rcoo,MES,process,0.0
C2H2,C2H2_rcoo,LAM,process,0.0
C2H2,C2H2_rcoo,REA,process,0.0
C2H2,C2H2_rcoo,KOR,process,0.0
C2H2,C2H2_rcoo,IDZ,process,0.0
C2H2,C2H2_rcor,USA,process,0.0
C2H2,C2H2_rcor,CAN,process,0.0
C2H2,C2H2_rcor,MEX,process,0.0
C2H2,C2H2_rcor,JPN,process,0.0
C2H2,C2H2_rcor,ANZ,process,0.0
C2H2,C2H2_rcor,EUR,process,0.0
C2H2,C2H2_rcor,ROE,process,0.0
C2H2,C2H2_rcor,RUS,process,0.0
C2H2,C2H2_rcor,ASI,process,0.0
C2H2,C2H2_rcor,CHN,process,0.0
C2H2,C2H2_rcor,IND,process,0.0
C2H2,C2H2_rcor,BRA,process,0.0
C2H2,C2H2_rcor,AFR,process,0.0
C2H2,C2H2_rcor,MES,process,0.0
C2H2,C2H2_rcor,LAM,process,0.0
C2H2,C2H2_rcor,REA,process,0.0
C2H2,C2H2_rcor,KOR,process,0.0
C2H2,C2H2_rcor,IDZ,process,0.0
C2H2,C2H2_shp,USA,process,0.0
C2H2,C2H2_shp,CAN,process,0.0
C2H2,C2H2_shp,MEX,process,0.0
C2H2,C2H2_shp,JPN,process,0.0
C2H2,C2H2_shp,ANZ,process,0.0
C2H2,C2H2_shp,EUR,process,0.0
C2H2,C2H2_shp,ROE,process,0.0
C2H2,C2H2_shp,RUS,process,0.0
C2H2,C2H2_shp,ASI,process,0.0
C2H2,C2H2_shp,CHN,process,0.0
C2H2,C2H2_shp,IND,process,0.0
C2H2,C2H2_shp,BRA,process,0.0
C2H2,C2H2_shp,AFR,process,0.0
C2H2,C2H2_shp,MES,process,0.0
C2H2,C2H2_shp,LAM,process,0.0
C2H2,C2H2_shp,REA,process,0.0
C2H2,C2H2_shp,KOR,process,0.0
C2H2,C2H2_shp,IDZ,process,0.0
C2H2,C2H2_slv,USA,process,0.0
C2H2,C2H2_slv,CAN,process,0.0
C2H2,C2H2_slv,MEX,process,0.0
C2H2,C2H2_slv,JPN,process,0.0
C2H2,C2H2_slv,ANZ,process,0.0
C2H2,C2H2_slv,EUR,process,0.0
C2H2,C2H2_slv,ROE,process,0.0
C2H2,C2H2_slv,RUS,process,0.0
C2H2,C2H2_slv,ASI,process,0.0
C2H2,C2H2_slv,CHN,process,0.0
C2H2,C2H2_slv,IND,process,0.0
C2H2,C2H2_slv,BRA,process,0.0
C2H2,C2H2_slv,AFR,process,0.0
C2H2,C2H2_slv,MES,process,0.0
C2H2,C2H2_slv,LAM,process,0.0
C2H2,C2H2_slv,REA,process,0.0
C2H2,C2H2_slv,KOR,process,0.0
C2H2,C2H2_slv,IDZ,process,0.0
C2H2,C2H2_road,USA,process,0.0
C2H2,C2H2_road,CAN,process,0.0
C2H2,C2H2_road,MEX,process,0.0
C2H2,C2H2_road,JPN,process,0.0
C2H2,C2H2_road,ANZ,process,0.0
C2H2,C2H2_road,EUR,process,0.0
C2H2,C2H2_road,ROE,process,0.0
C2H2,C2H2_road,RUS,process,0.0
C2H2,C2H2_road,ASI,process,0.0
C2H2,C2H2_road,CHN,process,0.0
C2H2,C2H2_road,IND,process,0.0
C2H2,C2H2_road,BRA,process,0.0
C2H2,C2H2_road,AFR,process,0.0
C2H2,C2H2_road,MES,process,0.0
C2H2,C2H2_road,LAM,process,0.0
C2H2,C2H2_road,REA,process,0.0
C2H2,C2H2_road,KOR,process,0.0
C2H2,C2H2_road,IDZ,process,0.0
C2H2,C2H2_wst,USA,process,1.0
C2H2,C2H2_wst,CAN,process,1.0
C2H2,C2H2_wst,MEX,process,1.0
C2H2,C2H2_wst,JPN,process,1.0
C2H2,C2H2_wst,ANZ,process,1.0
C2H2,C2H2_wst,EUR,process,1.0
C2H2,C2H2_wst,ROE,process,1.0
C2H2,C2H2_wst,RUS,process,1.0
C2H2,C2H2_wst,ASI,process,1.0
C2H2,C2H2_wst,CHN,process,1.0
C2H2,C2H2_wst,IND,process,1.0
C2H2,C2H2_wst,BRA,process,1.0
C2H2,C2H2_wst,AFR,process,1.0
C2H2,C2H2_wst,MES,process,1.0
C2H2,C2H2_wst,LAM,process,1.0
C2H2,C2H2_wst,REA,process,1.0
C2H2,C2H2_wst,KOR,process,1.0
C2H2,C2H2_wst,IDZ,process,1.0
C2H4,C2H4_agr,USA,process,0.0
C2H4,C2H4_agr,CAN,process,0.0
C2H4,C2H4_agr,MEX,process,0.0
C2H4,C2H4_agr,JPN,process,0.0
C2H4,C2H4_agr,ANZ,process,0.0
C2H4,C2H4_agr,EUR,process,0.0
C2H4,C2H4_agr,ROE,process,0.0
C2H4,C2H4_agr,RUS,process,0.0
C2H4,C2H4_agr,ASI,process,0.0
C2H4,C2H4_agr,CHN,process,0.0
C2H4,C2H4_agr,IND,process,0.0
C2H4,C2H4_agr,BRA,process,0.0
C2H4,C2H4_agr,AFR,process,0.0
C2H4,C2H4_agr,MES,process,0.0
C2H4,C2H4_agr,LAM,process,0.0
C2H4,C2H4_agr,REA,process,0.0
C2H4,C2H4_agr,KOR,process,0.0
C2H4,C2H4_agr,IDZ,process,0.0
C2H4,C2H4_rcoc,USA,process,0.0
C2H4,C2H4_rcoc,CAN,process,0.0
C2H4,C2H4_rcoc,MEX,process,0.0
C2H4,C2H4_rcoc,JPN,process,0.0
C2H4,C2H4_rcoc,ANZ,process,0.0
C2H4,C2H4_rcoc,EUR,process,0.0
C2H4,C2H4_rcoc,ROE,process,0.0
C2H4,C2H4_rcoc,RUS,process,0.0
C2H4,C2H4_rcoc,ASI,process,0.0
C2H4,C2H4_rcoc,CHN,process,0.0
C2H4,C2H4_rcoc,IND,process,0.0
C2H4,C2H4_rcoc,BRA,process,0.0
C2H4,C2H4_rcoc,AFR,process,0.0
C2H4,C2H4_rcoc,MES,process,0.0
C2H4,C2H4_rcoc,LAM,process,0.0
C2H4,C2H4_rcoc,REA,process,0.0
C2H4,C2H4_rcoc,KOR,process,0.0
C2H4,C2H4_rcoc,IDZ,process,0.0
C2H4,C2H4_ene,USA,process,0.9988093126518925
C2H4,C2H4_ene,CAN,process,0.9831144162495857
C2H4,C2H4_ene,MEX,process,0.9994795993348613
C2H4,C2H4_ene,JPN,process,0.8804283045357584
C2H4,C2H4_ene,ANZ,process,0.9786298496062479
C2H4,C2H4_ene,EUR,process,0.9798880447793427
C2H4,C2H4_ene,ROE,process,0.993883800363361
C2H4,C2H4_ene,RUS,process,0.9959610993748559
C2H4,C2H4_ene,ASI,process,0.9962788822827062
C2H4,C2H4_ene,CHN,process,0.9959418464329777
C2H4,C2H4_ene,IND,process,0.9766655183023174
C2H4,C2H4_ene,BRA,process,0.9991665785147013
C2H4,C2H4_ene,AFR,process,0.9998803862806818
C2H4,C2H4_ene,MES,process,0.9885006563683012
C2H4,C2H4_ene,LAM,process,0.9991063671786382
C2H4,C2H4_ene,REA,process,0.9982472904386921
C2H4,C2H4_ene,KOR,process,0.9631919508858134
C2H4,C2H4_ene,IDZ,process,0.998373814765334
C2H4,C2H4_ind,USA,process,0.7644059579402012
C2H4,C2H4_ind,CAN,process,0.4329027848837628
C2H4,C2H4_ind,MEX,process,0.5572216620082487
C2H4,C2H4_ind,JPN,process,0.5988001606771558
C2H4,C2H4_ind,ANZ,process,0.44167675589657657
C2H4,C2H4_ind,EUR,process,0.8301344697941276
C2H4,C2H4_ind,ROE,process,0.4552877322792968
C2H4,C2H4_ind,RUS,process,0.4888549578722399
C2H4,C2H4_ind,ASI,process,0.5057585434318203
C2H4,C2H4_ind,CHN,process,0.36086098131729977
C2H4,C2H4_ind,IND,process,0.19604436071288836
C2H4,C2H4_ind,BRA,process,0.21240666400314437
C2H4,C2H4_ind,AFR,process,0.15049045210273282
C2H4,C2H4_ind,MES,process,0.5341207199681792
C2H4,C2H4_ind,LAM,process,0.2756608865170952
C2H4,C2H4_ind,REA,process,0.09390952703958601
C2H4,C2H4_ind,KOR,process,0.9568895502121303
C2H4,C2H4_ind,IDZ,process,0.3721473599275571
C2H4,C2H4_nrtr,USA,process,0.0
C2H4,C2H4_nrtr,CAN,process,0.0
C2H4,C2H4_nrtr,MEX,process,0.0
C2H4,C2H4_nrtr,JPN,process,0.0
C2H4,C2H4_nrtr,ANZ,process,0.0
C2H4,C2H4_nrtr,EUR,process,0.0
C2H4,C2H4_nrtr,ROE,process,0.0
C2H4,C2H4_nrtr,RUS,process,0.0
C2H4,C2H4_nrtr,ASI,process,0.0
