Species,Fuel,Sector,Region,2014
C2H2,liquid-fuel-plus-natural-gas,C2H2_ene,BRA,6.689073473054191e-06
C2H2,liquid-fuel-plus-natural-gas,C2H2_ene,AFR,9.1998449863209e-06
C2H2,liquid-fuel-plus-natural-gas,C2H2_ene,MES,5.600475822634853e-06
C2H2,liquid-fuel-plus-natural-gas,C2H2_ene,LAM,2.4798791023743936e-06
C2H2,liquid-fuel-plus-natural-gas,C2H2_ene,REA,9.272707723073698e-06
C2H2,liquid-fuel-plus-natural-gas,C2H2_ene,KOR,6.150243220696702e-06
C2H2,liquid-fuel-plus-natural-gas,C2H2_ene,IDZ,1.3699643167499731e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,USA,0.00017398554879269307
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,CAN,5.63613643216597e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,MEX,2.903816758803204e-07
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,JPN,4.5197210505093386e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,ANZ,0.00014789488237542807
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,EUR,4.8064977183328916e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,ROE,0.00016247676236381107
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,RUS,0.0001233594231170832
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,ASI,0.0001395404201510649
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,CHN,0.0011939415664041215
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,IND,0.0011481295997214373
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,BRA,7.660521979712568e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,AFR,0.00010339293669855249
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,MES,1.2047405993938955e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,LAM,6.585946488668235e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,REA,4.628980240205101e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,KOR,1.4602564392694769e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_ind,IDZ,0.0001228693505465362
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,USA,0.024231027804735548
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,CAN,0.0004632330753535339
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,MEX,0.0001401458280576522
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,JPN,0.0002620314332871669
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,ANZ,9.302889116144679e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,EUR,0.0016219655459466795
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,ROE,0.0001728962638648757
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,RUS,0.0004983459622480432
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,ASI,0.0001543799037972862
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,CHN,0.0040318725477147205
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,IND,0.0005283131692360116
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,BRA,0.00030047627911873365
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,AFR,0.00024014730071217737
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,MES,0.0003884309622159681
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,LAM,0.00029770702400803333
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,REA,0.0002847645456873846
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,KOR,3.144505823860289e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_nrtr,IDZ,0.0002874017762201126
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,USA,0.0007338489916940376
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,CAN,0.003019531325269433
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,MEX,1.1799245119524725e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,JPN,0.0012918197744462403
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,ANZ,0.0001488304718742308
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,EUR,0.0007768371418394889
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,ROE,6.479275907363603e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,RUS,7.590939868000824e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,ASI,0.0006899523521715112
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,CHN,0.0015122398155479808
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,IND,1.2265569416166984e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,BRA,6.272304556103335e-06
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,AFR,0.00015259480658404178
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,MES,0.0002437854276931801
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,LAM,0.00027093702900591205
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,REA,0.00047553847139325317
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,KOR,1.2646239058848123e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoc,IDZ,9.042511527220753e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,USA,0.035205161777044774
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,CAN,0.008442471762298046
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,MEX,0.0006964837072301862
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,JPN,0.00014085402140747897
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,ANZ,0.001078548033999523
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,EUR,0.00732098812514935
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,ROE,0.0017899749418532143
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,RUS,0.00032615056766223193
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,ASI,0.0021422813499468387
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,CHN,0.004923251730900088
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,IND,0.009616687769100489
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,BRA,0.0014499447203423252
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,AFR,0.0014735940718602356
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,MES,0.0008124363784150569
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,LAM,0.002060291590803323
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,REA,0.0014007542216314312
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,KOR,0.0003978296485518505
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcoo,IDZ,0.0009009535014631154
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,USA,0.00040118950199208216
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,CAN,0.0001654435578897371
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,MEX,1.5009430780800039e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,JPN,0.0001384575884015797
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,ANZ,3.3548370329213744e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,EUR,0.0004697407842666052
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,ROE,0.00010241623189381722
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,RUS,6.698266761409452e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,ASI,5.084497568292638e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,CHN,0.0003790391705193786
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,IND,0.007612815688128804
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,BRA,1.737965570351976e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,AFR,5.7934993066649615e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,MES,0.00023504805679247073
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,LAM,3.6259476086786245e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,REA,0.00026347772419783535
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,KOR,2.637842427956875e-06
C2H2,liquid-fuel-plus-natural-gas,C2H2_rcor,IDZ,3.141128504783594e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,USA,0.0652919986902729
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,CAN,0.004205602901725443
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,MEX,0.030669159032671613
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,JPN,0.003767712637709949
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,ANZ,0.009037013708778139
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,EUR,0.023026534418327152
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,ROE,0.024185640565715212
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,RUS,0.062476086005005545
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,ASI,0.07318875822452801
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,CHN,0.16023569694685147
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,IND,0.09390844435399431
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,BRA,0.05294870627194307
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,AFR,0.0472454463355587
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,MES,0.12076974926341896
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,LAM,0.08820117428482542
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,REA,0.058421053079181516
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,KOR,0.0014173296010971444
C2H2,liquid-fuel-plus-natural-gas,C2H2_road,IDZ,0.1510262707786374
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,USA,0.0001256032143692376
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,CAN,5.231661818919538e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,MEX,2.571379249261209e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,JPN,4.906508209775287e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,ANZ,7.75990509655371e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,EUR,0.0002067471684553399
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,ROE,4.373875522463683e-06
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,RUS,2.4889814866434178e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,ASI,2.6167217725514045e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,CHN,1.0720888553140507e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,IND,2.4925419028421142e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,BRA,3.2275697135227575e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,AFR,0.00011038788810020834
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,MES,2.689787814396568e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,LAM,0.00010621264076754673
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,REA,2.005234244477267e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,KOR,2.675692833970079e-06
C2H2,liquid-fuel-plus-natural-gas,C2H2_shp,IDZ,2.7848111245056686e-05
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,USA,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,CAN,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,MEX,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,JPN,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,ANZ,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,EUR,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,ROE,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,RUS,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,ASI,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,CHN,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,IND,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,BRA,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,AFR,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,MES,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,LAM,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,REA,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,KOR,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_slv,IDZ,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,USA,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,CAN,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,MEX,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,JPN,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,ANZ,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,EUR,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,ROE,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,RUS,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,ASI,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,CHN,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,IND,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,BRA,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,AFR,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,MES,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,LAM,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,REA,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,KOR,0.0
C2H2,liquid-fuel-plus-natural-gas,C2H2_wst,IDZ,0.0
C2H2,process,C2H2_agr,USA,0.0
C2H2,process,C2H2_agr,CAN,0.0
C2H2,process,C2H2_agr,MEX,0.0
C2H2,process,C2H2_agr,JPN,0.0
C2H2,process,C2H2_agr,ANZ,0.0
C2H2,process,C2H2_agr,EUR,0.0
C2H2,process,C2H2_agr,ROE,0.0
C2H2,process,C2H2_agr,RUS,0.0
C2H2,process,C2H2_agr,ASI,0.0
C2H2,process,C2H2_agr,CHN,0.0
C2H2,process,C2H2_agr,IND,0.0
C2H2,process,C2H2_agr,BRA,0.0
C2H2,process,C2H2_agr,AFR,0.0
C2H2,process,C2H2_agr,MES,0.0
C2H2,process,C2H2_agr,LAM,0.0
C2H2,process,C2H2_agr,REA,0.0
C2H2,process,C2H2_agr,KOR,0.0
C2H2,process,C2H2_agr,IDZ,0.0
C2H2,process,C2H2_ene,USA,0.011978076658566988
C2H2,process,C2H2_ene,CAN,0.0030984400522390656
C2H2,process,C2H2_ene,MEX,0.00011085591291863401
C2H2,process,C2H2_ene,JPN,0.0005469267934686401
C2H2,process,C2H2_ene,ANZ,6.443522696739398e-05
C2H2,process,C2H2_ene,EUR,0.0017401442453178627
C2H2,process,C2H2_ene,ROE,0.0010892024636890384
C2H2,process,C2H2_ene,RUS,0.0012706207953632042
C2H2,process,C2H2_ene,ASI,0.00039714909670579264
C2H2,process,C2H2_ene,CHN,0.008864912165025213
C2H2,process,C2H2_ene,IND,0.002395610478771899
C2H2,process,C2H2_ene,BRA,0.0009193577072201881
C2H2,process,C2H2_ene,AFR,0.000833691636810173
C2H2,process,C2H2_ene,MES,7.596861775460554e-05
C2H2,process,C2H2_ene,LAM,0.00023126763212361087
C2H2,process,C2H2_ene,REA,0.00031791878846491384
C2H2,process,C2H2_ene,KOR,0.0003006876282440985
C2H2,process,C2H2_ene,IDZ,0.00042276785411288345
C2H2,process,C2H2_ind,USA,0.0016592629915765627
C2H2,process,C2H2_ind,CAN,7.615358593345494e-05
C2H2,process,C2H2_ind,MEX,2.2542972589950504e-06
C2H2,process,C2H2_ind,JPN,0.0003615656452763008
C2H2,process,C2H2_ind,ANZ,0.00025236205516430857
C2H2,process,C2H2_ind,EUR,0.0015075127899378431
C2H2,process,C2H2_ind,ROE,0.0005454983531560185
C2H2,process,C2H2_ind,RUS,0.0001660434848793986
C2H2,process,C2H2_ind,ASI,0.0032932095800087234
C2H2,process,C2H2_ind,CHN,0.012129174250353703
C2H2,process,C2H2_ind,IND,0.0014993079206822731
C2H2,process,C2H2_ind,BRA,0.0008425726555394587
C2H2,process,C2H2_ind,AFR,0.00047038766568501244
C2H2,process,C2H2_ind,MES,2.442498549772571e-05
C2H2,process,C2H2_ind,LAM,0.00030530129988187
C2H2,process,C2H2_ind,REA,0.00024768566877698354
C2H2,process,C2H2_ind,KOR,0.0005736376737428459
C2H2,process,C2H2_ind,IDZ,0.0007264023427289497
C2H2,process,C2H2_nrtr,USA,0.0
C2H2,process,C2H2_nrtr,CAN,0.0
C2H2,process,C2H2_nrtr,MEX,0.0
C2H2,process,C2H2_nrtr,JPN,0.0
C2H2,process,C2H2_nrtr,ANZ,0.0
C2H2,process,C2H2_nrtr,EUR,0.0
C2H2,process,C2H2_nrtr,ROE,0.0
C2H2,process,C2H2_nrtr,RUS,0.0
C2H2,process,C2H2_nrtr,ASI,0.0
C2H2,process,C2H2_nrtr,CHN,0.0
C2H2,process,C2H2_nrtr,IND,0.0
C2H2,process,C2H2_nrtr,BRA,0.0
C2H2,process,C2H2_nrtr,AFR,0.0
C2H2,process,C2H2_nrtr,MES,0.0
C2H2,process,C2H2_nrtr,LAM,0.0
C2H2,process,C2H2_nrtr,REA,0.0
C2H2,process,C2H2_nrtr,KOR,0.0
C2H2,process,C2H2_nrtr,IDZ,0.0
C2H2,process,C2H2_rcoc,USA,0.0
C2H2,process,C2H2_rcoc,CAN,0.0
C2H2,process,C2H2_rcoc,MEX,0.0
C2H2,process,C2H2_rcoc,JPN,0.0
C2H2,process,C2H2_rcoc,ANZ,0.0
C2H2,process,C2H2_rcoc,EUR,0.0
C2H2,process,C2H2_rcoc,ROE,0.0
C2H2,process,C2H2_rcoc,RUS,0.0
C2H2,process,C2H2_rcoc,ASI,0.0
C2H2,process,C2H2_rcoc,CHN,0.0
C2H2,process,C2H2_rcoc,IND,0.0
C2H2,process,C2H2_rcoc,BRA,0.0
C2H2,process,C2H2_rcoc,AFR,0.0
C2H2,process,C2H2_rcoc,MES,0.0
C2H2,process,C2H2_rcoc,LAM,0.0
C2H2,process,C2H2_rcoc,REA,0.0
C2H2,process,C2H2_rcoc,KOR,0.0
C2H2,process,C2H2_rcoc,IDZ,0.0
C2H2,process,C2H2_rcoo,USA,0.0
C2H2,process,C2H2_rcoo,CAN,0.0
C2H2,process,C2H2_rcoo,MEX,0.0
C2H2,process,C2H2_rcoo,JPN,0.0
C2H2,process,C2H2_rcoo,ANZ,0.0
C2H2,process,C2H2_rcoo,EUR,0.0
C2H2,process,C2H2_rcoo,ROE,0.0
C2H2,process,C2H2_rcoo,RUS,0.0
C2H2,process,C2H2_rcoo,ASI,0.0
C2H2,process,C2H2_rcoo,CHN,0.0
C2H2,process,C2H2_rcoo,IND,0.0
C2H2,process,C2H2_rcoo,BRA,0.0
C2H2,process,C2H2_rcoo,AFR,0.0
C2H2,process,C2H2_rcoo,MES,0.0
C2H2,process,C2H2_rcoo,LAM,0.0
C2H2,process,C2H2_rcoo,REA,0.0
C2H2,process,C2H2_rcoo,KOR,0.0
C2H2,process,C2H2_rcoo,IDZ,0.0
C2H2,process,C2H2_rcor,USA,0.0
C2H2,process,C2H2_rcor,CAN,0.0
C2H2,process,C2H2_rcor,MEX,0.0
C2H2,process,C2H2_rcor,JPN,0.0
C2H2,process,C2H2_rcor,ANZ,0.0
C2H2,process,C2H2_rcor,EUR,0.0
C2H2,process,C2H2_rcor,ROE,0.0
C2H2,process,C2H2_rcor,RUS,0.0
C2H2,process,C2H2_rcor,ASI,0.0
C2H2,process,C2H2_rcor,CHN,0.0
C2H2,process,C2H2_rcor,IND,0.0
C2H2,process,C2H2_rcor,BRA,0.0
C2H2,process,C2H2_rcor,AFR,0.0
C2H2,process,C2H2_rcor,MES,0.0
C2H2,process,C2H2_rcor,LAM,0.0
C2H2,process,C2H2_rcor,REA,0.0
C2H2,process,C2H2_rcor,KOR,0.0
C2H2,process,C2H2_rcor,IDZ,0.0
C2H2,process,C2H2_road,USA,0.0
C2H2,process,C2H2_road,CAN,0.0
C2H2,process,C2H2_road,MEX,0.0
C2H2,process,C2H2_road,JPN,0.0
C2H2,process,C2H2_road,ANZ,0.0
C2H2,process,C2H2_road,EUR,0.0
C2H2,process,C2H2_road,ROE,0.0
C2H2,process,C2H2_road,RUS,0.0
C2H2,process,C2H2_road,ASI,0.0
C2H2,process,C2H2_road,CHN,0.0
C2H2,process,C2H2_road,IND,0.0
C2H2,process,C2H2_road,BRA,0.0
C2H2,process,C2H2_road,AFR,0.0
C2H2,process,C2H2_road,MES,0.0
C2H2,process,C2H2_road,LAM,0.0
C2H2,process,C2H2_road,REA,0.0
C2H2,process,C2H2_road,KOR,0.0
C2H2,process,C2H2_road,IDZ,0.0
C2H2,process,C2H2_shp,USA,0.0
C2H2,process,C2H2_shp,CAN,0.0
C2H2,process,C2H2_shp,MEX,0.0
C2H2,process,C2H2_shp,JPN,0.0
C2H2,process,C2H2_shp,ANZ,0.0
C2H2,process,C2H2_shp,EUR,0.0
C2H2,process,C2H2_shp,ROE,0.0
C2H2,process,C2H2_shp,RUS,0.0
C2H2,process,C2H2_shp,ASI,0.0
C2H2,process,C2H2_shp,CHN,0.0
C2H2,process,C2H2_shp,IND,0.0
C2H2,process,C2H2_shp,BRA,0.0
C2H2,process,C2H2_shp,AFR,0.0
C2H2,process,C2H2_shp,MES,0.0
C2H2,process,C2H2_shp,LAM,0.0
C2H2,process,C2H2_shp,REA,0.0
C2H2,process,C2H2_shp,KOR,0.0
C2H2,process,C2H2_shp,IDZ,0.0
C2H2,process,C2H2_slv,USA,0.0
C2H2,process,C2H2_slv,CAN,0.0
C2H2,process,C2H2_slv,MEX,0.0
C2H2,process,C2H2_slv,JPN,0.0
C2H2,process,C2H2_slv,ANZ,0.0
C2H2,process,C2H2_slv,EUR,0.0
C2H2,process,C2H2_slv,ROE,0.0
C2H2,process,C2H2_slv,RUS,0.0
C2H2,process,C2H2_slv,ASI,0.0
C2H2,process,C2H2_slv,CHN,0.0
C2H2,process,C2H2_slv,IND,0.0
C2H2,process,C2H2_slv,BRA,0.0
C2H2,process,C2H2_slv,AFR,0.0
C2H2,process,C2H2_slv,MES,0.0
C2H2,process,C2H2_slv,LAM,0.0
C2H2,process,C2H2_slv,REA,0.0
C2H2,process,C2H2_slv,KOR,0.0
C2H2,process,C2H2_slv,IDZ,0.0
C2H2,process,C2H2_wst,USA,0.006522624466811931
C2H2,process,C2H2_wst,CAN,0.00018581475840992833
C2H2,process,C2H2_wst,MEX,0.0009749361566798445
C2H2,process,C2H2_wst,JPN,5.989830567788447e-05
C2H2,process,C2H2_wst,ANZ,0.0005126091058326014
C2H2,process,C2H2_wst,EUR,0.0018185112808793682
C2H2,process,C2H2_wst,ROE,0.002797437128221351
C2H2,process,C2H2_wst,RUS,0.0019133297480992879
C2H2,process,C2H2_wst,ASI,0.0024143183990842946
C2H2,process,C2H2_wst,CHN,0.0006917079778097797
C2H2,process,C2H2_wst,IND,0.005132259622107859
C2H2,process,C2H2_wst,BRA,0.0014066085936528844
C2H2,process,C2H2_wst,AFR,0.00800566191415793
C2H2,process,C2H2_wst,MES,0.0012660068525018257
C2H2,process,C2H2_wst,LAM,0.003696845855529851
C2H2,process,C2H2_wst,REA,0.00592762441173027
C2H2,process,C2H2_wst,KOR,0.0006898289536492314
C2H2,process,C2H2_wst,IDZ,0.0017298500866074105
C2H4,total-coal,C2H4_agr,USA,0.0
C2H4,total-coal,C2H4_agr,CAN,0.0
C2H4,total-coal,C2H4_agr,MEX,0.0
C2H4,total-coal,C2H4_agr,JPN,0.0
C2H4,total-coal,C2H4_agr,ANZ,0.0
C2H4,total-coal,C2H4_agr,EUR,0.0
C2H4,total-coal,C2H4_agr,ROE,0.0
C2H4,total-coal,C2H4_agr,RUS,0.0
C2H4,total-coal,C2H4_agr,ASI,0.0
C2H4,total-coal,C2H4_agr,CHN,0.0
C2H4,total-coal,C2H4_agr,IND,0.0
C2H4,total-coal,C2H4_agr,BRA,0.0
C2H4,total-coal,C2H4_agr,AFR,0.0
C2H4,total-coal,C2H4_agr,MES,0.0
C2H4,total-coal,C2H4_agr,LAM,0.0
C2H4,total-coal,C2H4_agr,REA,0.0
C2H4,total-coal,C2H4_agr,KOR,0.0
C2H4,total-coal,C2H4_agr,IDZ,0.0
C2H4,total-coal,C2H4_ene,USA,9.329792145400912e-05
C2H4,total-coal,C2H4_ene,CAN,5.714192232378516e-07
C2H4,total-coal,C2H4_ene,MEX,2.2172102837670745e-07
C2H4,total-coal,C2H4_ene,JPN,6.877293175337239e-05
C2H4,total-coal,C2H4_ene,ANZ,2.3917856502970115e-05
C2H4,total-coal,C2H4_ene,EUR,8.139647316469351e-05
C2H4,total-coal,C2H4_ene,ROE,0.00010782234790779341
C2H4,total-coal,C2H4_ene,RUS,3.7555271406970414e-05
C2H4,total-coal,C2H4_ene,ASI,0.00020316877103833912
C2H4,total-coal,C2H4_ene,CHN,0.0005389374548679716
C2H4,total-coal,C2H4_ene,IND,0.00011740223044030392
C2H4,total-coal,C2H4_ene,BRA,2.0226400170546397e-06
C2H4,total-coal,C2H4_ene,AFR,7.240136986773598e-05
C2H4,total-coal,C2H4_ene,MES,1.4934065237861046e-06
C2H4,total-coal,C2H4_ene,LAM,4.951202108083639e-06
C2H4,total-coal,C2H4_ene,REA,2.5792028529826437e-05
C2H4,total-coal,C2H4_ene,KOR,1.5016545568205424e-05
C2H4,total-coal,C2H4_ene,IDZ,2.6311416535904577e-05
C2H4,total-coal,C2H4_ind,USA,0.00015599737599538105
C2H4,total-coal,C2H4_ind,CAN,0.00017120443232852825
C2H4,total-coal,C2H4_ind,MEX,0.0008865731484557448
C2H4,total-coal,C2H4_ind,JPN,0.00039260629217525864
C2H4,total-coal,C2H4_ind,ANZ,0.00036144732923764955
C2H4,total-coal,C2H4_ind,EUR,0.0005236319783482506
C2H4,total-coal,C2H4_ind,ROE,0.004698716495536989
C2H4,total-coal,C2H4_ind,RUS,0.0013095513477143154
C2H4,total-coal,C2H4_ind,ASI,0.006266642507692456
C2H4,total-coal,C2H4_ind,CHN,0.11858174983764398
C2H4,total-coal,C2H4_ind,IND,0.010992716626622753
C2H4,total-coal,C2H4_ind,BRA,0.0018208643384569323
C2H4,total-coal,C2H4_ind,AFR,0.0028392061815996085
C2H4,total-coal,C2H4_ind,MES,0.0018781283899082593
C2H4,total-coal,C2H4_ind,LAM,0.0010820566381809953
C2H4,total-coal,C2H4_ind,REA,0.009537484870907099
C2H4,total-coal,C2H4_ind,KOR,4.048434942363081e-05
C2H4,total-coal,C2H4_ind,IDZ,0.0020526869096982366
C2H4,total-coal,C2H4_nrtr,USA,0.0
