Scenario,Species,Region,Inventory Sector,CEDS Fuel,2000,2005,2010,2015,2020,2030,2050
WEO2018_NPS_CLE_CH4b,SO2,ASI,Residential,total-coal,0.6506327459326315,0.5630089285894055,0.9403358890508919,1.014916027737277,1.027540287285082,1.0807759858847963,1.0788753962926005
WEO2018_NPS_CLE_CH4b,SO2,ASI,Shipping,liquid-fuel-plus-natural-gas,2.053430935218131,1.6445364209679196,1.1335908955085485,0.966602276122863,0.6430112317217743,0.7333289015011114,0.7288769385562995
WEO2018_NPS_CLE_CH4b,SO2,ASI,Solvents,process,1.000000003891776,1.0000000038917762,0.9999999968283632,1.0000000007929093,1.0000000151225128,0.9999999917538259,1.0000000112782725
WEO2018_NPS_CLE_CH4b,SO2,ASI,Transport,liquid-fuel-plus-natural-gas,2.0789728900802507,2.2274009404730353,1.2948877524324616,0.9262780618918847,1.1704757728152504,1.1374593980397627,1.1122300930953266
WEO2018_NPS_CLE_CH4b,SO2,ASI,Waste,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,BRA,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,BRA,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,BRA,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,BRA,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,BRA,Energy,liquid-fuel-plus-natural-gas,3.309881935183639,2.1491010949836262,1.0211727396330148,0.9947068150917463,1.5503000800844522,1.5126275215385532,1.3755008896104899
WEO2018_NPS_CLE_CH4b,SO2,BRA,Energy,process,1.2886783023470745,1.078098374126251,1.0084603023683871,0.9978849244079031,0.9099481584573375,1.0148978118445273,1.2137124297410924
WEO2018_NPS_CLE_CH4b,SO2,BRA,Energy,solid-biofuel,0.9911319179638695,1.0049199183661879,0.9994990372799913,1.0001252406800023,0.9992260443797132,0.998236534164664,1.0050584199001196
WEO2018_NPS_CLE_CH4b,SO2,BRA,Energy,total-coal,2.1629860908911946,1.396559194925635,1.28224779797544,0.9294380505061401,0.708288696182622,0.6375199121275253,0.6381298351343044
WEO2018_NPS_CLE_CH4b,SO2,BRA,Industry,liquid-fuel-plus-natural-gas,2.0630068369613626,1.7993066156185942,1.2884703255225551,0.9278824186193612,0.7953923411408846,0.7754484341370012,0.7684940697942878
WEO2018_NPS_CLE_CH4b,SO2,BRA,Industry,process,1.5703315788838093,1.1824143510757228,0.8831062263214413,1.0292234434196397,1.0396750830284405,1.1640352228126547,1.3349445644697577
WEO2018_NPS_CLE_CH4b,SO2,BRA,Industry,solid-biofuel,0.9826225901528596,1.0023212345861319,1.0021281486679825,0.9994679628330044,0.9851155948954247,0.9834889455055598,0.9814216214753035
WEO2018_NPS_CLE_CH4b,SO2,BRA,Industry,total-coal,0.913443116336956,1.235031317025599,0.9461628775700699,1.0134592806074825,1.4399286582485735,1.4303151568517034,1.3893782708863232
WEO2018_NPS_CLE_CH4b,SO2,BRA,Non-road transport,liquid-fuel-plus-natural-gas,1.5357140308310542,1.6397748868374973,1.334649623069308,0.9163375942326731,0.28272022262089386,0.2362687853223539,0.14523382145674302
WEO2018_NPS_CLE_CH4b,SO2,BRA,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,BRA,Other,liquid-fuel-plus-natural-gas,2.015851921005854,1.7733236298385209,1.235513976538329,0.9411215058654179,0.5980723392062421,0.5703799838651896,0.45948735776046207
WEO2018_NPS_CLE_CH4b,SO2,BRA,Residential,liquid-fuel-plus-natural-gas,5.203011409570193,2.708117486523966,1.2390242455386453,0.9402439386153386,4.432939336768492,4.325527977507995,4.070583667801824
WEO2018_NPS_CLE_CH4b,SO2,BRA,Residential,solid-biofuel,0.9985743666342547,0.9947241557178732,0.9985098847947719,1.000372528801307,0.9961686989642978,1.000245555717032,1.0000367280573264
WEO2018_NPS_CLE_CH4b,SO2,BRA,Residential,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,BRA,Shipping,liquid-fuel-plus-natural-gas,1.5357150555073606,1.63962551116177,1.3346482729762252,0.9163379317559438,0.28272004660666217,0.23626866446361944,0.14523366761908318
WEO2018_NPS_CLE_CH4b,SO2,BRA,Solvents,process,1.7647058823400033,1.764705882620391,0.9999999999332106,1.0000000000166973,0.9999999999276468,0.9999999999890755,1.0000000000386013
WEO2018_NPS_CLE_CH4b,SO2,BRA,Transport,liquid-fuel-plus-natural-gas,20.827871510726908,10.55188749615449,1.9499795767169443,0.7625051058207641,4.994874379387897,2.456872987554083,0.15472634573399652
WEO2018_NPS_CLE_CH4b,SO2,BRA,Waste,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CAN,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CAN,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CAN,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CAN,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CAN,Energy,liquid-fuel-plus-natural-gas,2.735216386205015,1.4215810128813124,1.002283260902541,0.9994291847743648,1.8277849245793378,1.9408357504259228,2.1485415946714332
WEO2018_NPS_CLE_CH4b,SO2,CAN,Energy,process,1.4429594411964182,1.2298990527962745,0.981090371709479,1.0047274070726304,4.573384934865806,1.6882850641142366,1.5615717291819398
WEO2018_NPS_CLE_CH4b,SO2,CAN,Energy,solid-biofuel,1.0214472916311095,0.9966483050930786,0.9730034812396295,1.0067491296900926,0.8267379881933903,0.8396433867995273,0.8340778640127715
WEO2018_NPS_CLE_CH4b,SO2,CAN,Energy,total-coal,1.6424771510574645,1.4741733172818545,1.1344180191636744,0.9663954952090815,0.6295635904200406,0.01867286171763574,0.0008544540432512053
WEO2018_NPS_CLE_CH4b,SO2,CAN,Industry,liquid-fuel-plus-natural-gas,1.834959386740447,1.1701045633546912,1.0508358232703467,0.9872910441824132,1.6144283783290687,1.6373590086091951,1.6459253094754451
WEO2018_NPS_CLE_CH4b,SO2,CAN,Industry,process,3.0326796174653996,1.8796904041741807,0.9958223526478536,1.0010444118380366,1.0016541659500868,1.0053586885437094,1.0090989908435348
WEO2018_NPS_CLE_CH4b,SO2,CAN,Industry,solid-biofuel,1.0133541357333582,1.0134165446731385,1.0040734630613082,0.9989816342346729,0.9967059388430112,0.9988435180058884,1.0047122875453294
WEO2018_NPS_CLE_CH4b,SO2,CAN,Industry,total-coal,0.8028994129043868,1.3117762268866875,1.088912755065665,0.9777718112335838,0.29066232467907627,0.30370119249032096,0.33977646327604677
WEO2018_NPS_CLE_CH4b,SO2,CAN,Non-road transport,liquid-fuel-plus-natural-gas,5.659820273585206,3.8928155065382586,2.533728916391602,0.6165677709020996,0.10069131207302762,0.10916831092456217,0.11807688731893565
WEO2018_NPS_CLE_CH4b,SO2,CAN,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CAN,Other,liquid-fuel-plus-natural-gas,6.128341084701716,4.131127102198729,2.543584082480026,0.6141039793799937,0.10241406958725996,0.111002293841078,0.11935029788780077
WEO2018_NPS_CLE_CH4b,SO2,CAN,Residential,liquid-fuel-plus-natural-gas,1.5425168743645126,0.9957089763966216,1.0069978551622134,0.9982505362094467,2.6341241119086685,2.8594569638807537,1.143780903577253
WEO2018_NPS_CLE_CH4b,SO2,CAN,Residential,solid-biofuel,0.9838022940626037,0.9887709925174655,0.9937901346114628,1.0015524663471345,1.0137313369330863,1.0420409085109423,1.091127917657124
WEO2018_NPS_CLE_CH4b,SO2,CAN,Residential,total-coal,1.0444580092130569,1.0049240996979705,1.0,1.0,1.0069703566833146,1.00697035293881,0.0
WEO2018_NPS_CLE_CH4b,SO2,CAN,Shipping,liquid-fuel-plus-natural-gas,5.68039626894916,3.875440179458531,2.5393573605447743,0.6151606598638064,0.10086647180708797,0.10938062694269063,0.1183159534241007
WEO2018_NPS_CLE_CH4b,SO2,CAN,Solvents,process,1.8750000001312581,1.5625000001093814,1.2500000001067286,0.937499999973318,0.9375000000459174,0.9374999999383398,0.9375000000389055
WEO2018_NPS_CLE_CH4b,SO2,CAN,Transport,liquid-fuel-plus-natural-gas,18.85066172320375,20.01329186990581,0.9953198113480053,1.0011700471629987,0.9402948092902595,0.9361201993631529,0.9582295816947622
WEO2018_NPS_CLE_CH4b,SO2,CAN,Waste,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CHN,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CHN,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CHN,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CHN,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CHN,Energy,liquid-fuel-plus-natural-gas,1.2543743149227842,1.1943062164503928,1.1743729628964066,0.9564067592758985,0.7348167904268418,0.7218415867217849,0.709306002638489
WEO2018_NPS_CLE_CH4b,SO2,CHN,Energy,process,1.449650420243201,1.276097786104313,1.2914567420445053,0.9271358144888737,0.8796574907157879,0.6434666887948985,0.5719728487466104
WEO2018_NPS_CLE_CH4b,SO2,CHN,Energy,solid-biofuel,0.6545339996769668,0.38235704885417054,1.210811128726721,0.9472972178183198,0.5573397477117967,0.4418154757981555,0.3673362194496843
WEO2018_NPS_CLE_CH4b,SO2,CHN,Energy,total-coal,4.143058820849811,5.291680474405443,1.7983085545887376,0.8004228613528157,0.39368182178977723,0.35672890286069586,0.35790715582704363
WEO2018_NPS_CLE_CH4b,SO2,CHN,Industry,liquid-fuel-plus-natural-gas,1.1810533534935397,1.1427402966070248,1.2431895946625757,0.9392026013343561,0.8288264902584006,0.8361218147548952,0.8538739483114891
WEO2018_NPS_CLE_CH4b,SO2,CHN,Industry,process,1.9659080212762985,1.813011138959169,1.5526526610181324,0.8618368347454671,0.7078198062790729,0.6485683502147991,0.6370372054704874
WEO2018_NPS_CLE_CH4b,SO2,CHN,Industry,solid-biofuel,1.0,1.0,0.9999999999999999,1.0,1.0534231232469529,1.1149767110612363,1.1219866504720282
WEO2018_NPS_CLE_CH4b,SO2,CHN,Industry,total-coal,2.1799332508582694,1.4344244187691542,1.3918272868545563,0.9020431782863609,0.6461648691009343,0.6724565420955334,0.8337261022545723
WEO2018_NPS_CLE_CH4b,SO2,CHN,Non-road transport,liquid-fuel-plus-natural-gas,2.105905504584004,1.6397188222194257,1.0911779940360045,0.9772055014909989,0.8746366075849287,0.9154510743455203,0.7717957079064898
WEO2018_NPS_CLE_CH4b,SO2,CHN,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,CHN,Other,liquid-fuel-plus-natural-gas,2.4248294705886035,2.0426366048885214,1.0861821104985279,0.9784544723753681,0.8924049174538459,0.9220522543947834,0.7686809481835575
WEO2018_NPS_CLE_CH4b,SO2,CHN,Residential,liquid-fuel-plus-natural-gas,1.154910494357367,1.0632717522019248,1.0144885391276197,0.9963778652180951,1.033590661827515,1.0355417437369,1.1207491563030596
WEO2018_NPS_CLE_CH4b,SO2,CHN,Residential,solid-biofuel,1.0202740445631902,1.0525528876731662,1.0395332714051475,0.9901166821487132,0.9365692409341502,0.926052744760442,0.9195499183088479
WEO2018_NPS_CLE_CH4b,SO2,CHN,Residential,total-coal,0.6696004421525261,0.6845506778542628,1.0265299333179918,0.993367516670502,0.8539790319498138,0.6658184448397749,0.5204287504312235
WEO2018_NPS_CLE_CH4b,SO2,CHN,Shipping,liquid-fuel-plus-natural-gas,2.0568311507342387,1.604247411269046,1.0879776111109245,0.9780055972222688,0.879566337038662,0.9191653455401955,0.7798146197127412
WEO2018_NPS_CLE_CH4b,SO2,CHN,Solvents,process,1.4056686499223183,1.4389816995552052,1.4388825647545478,0.8902793588113631,0.8785627544805759,0.8646693121822268,0.8331300928580475
WEO2018_NPS_CLE_CH4b,SO2,CHN,Transport,liquid-fuel-plus-natural-gas,4.583039364319902,4.519963231053703,0.9758912386736629,1.0060271903315843,0.4887847130596614,0.49765460971988207,0.5122402313875026
WEO2018_NPS_CLE_CH4b,SO2,CHN,Waste,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,EUR,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,EUR,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,EUR,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,EUR,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,EUR,Energy,liquid-fuel-plus-natural-gas,1.8185226693100105,1.2706039002429126,1.019933848027994,0.9950165379930017,0.6734006534903457,0.7943327646579008,0.8661317927894147
WEO2018_NPS_CLE_CH4b,SO2,EUR,Energy,process,1.6460275830552447,1.4944328286215018,1.1929732197845666,0.9517566950538583,0.8276605534113766,0.8010386117815038,0.7974968532208995
WEO2018_NPS_CLE_CH4b,SO2,EUR,Energy,solid-biofuel,1.1448495964702758,1.0643296763720196,1.0476680036901433,0.9880829990774644,1.0422999304453575,0.9958201495375176,1.0632717024063125
WEO2018_NPS_CLE_CH4b,SO2,EUR,Energy,total-coal,2.7768405518871457,2.13743696787052,1.3180797121016918,0.9204800719745769,0.36569246696033525,0.35425686188772243,0.3829311329768783
WEO2018_NPS_CLE_CH4b,SO2,EUR,Industry,liquid-fuel-plus-natural-gas,2.501567806946447,1.6444223721908497,1.1213952392559674,0.9696511901860081,0.949105283686664,0.7901389377331123,0.8760525995859787
WEO2018_NPS_CLE_CH4b,SO2,EUR,Industry,process,1.5114702589550455,1.2201418944626508,1.1076045966356136,0.9730988508410967,0.9345619835460596,0.9172655013748625,0.9092052732967826
WEO2018_NPS_CLE_CH4b,SO2,EUR,Industry,solid-biofuel,1.026770941585917,1.0748935470372685,1.0066432776438237,0.998339180589044,1.0627439279892117,1.0253873385099674,1.104714645715472
WEO2018_NPS_CLE_CH4b,SO2,EUR,Industry,total-coal,1.3326727393449258,1.207959000318907,0.9641506312166294,1.0089623421958427,1.2236565583375336,1.0969897947263012,1.2127938784834267
WEO2018_NPS_CLE_CH4b,SO2,EUR,Non-road transport,liquid-fuel-plus-natural-gas,3.061746788921678,1.9313663814102469,1.4087208421765571,0.8978197894558608,0.24812389186384398,0.25127623737245847,0.26782944811386433
WEO2018_NPS_CLE_CH4b,SO2,EUR,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,SO2,EUR,Other,liquid-fuel-plus-natural-gas,3.4123728410295,2.01014824584534,1.4206375300399032,0.8948406174900243,0.24916621707221612,0.25256840706831957,0.2703620576977981
WEO2018_NPS_CLE_CH4b,SO2,EUR,Residential,liquid-fuel-plus-natural-gas,2.5024476424405044,2.0266509235144796,1.310430009020995,0.9223924977447514,0.8499386750494354,0.7925911543414536,0.8231108067499143
WEO2018_NPS_CLE_CH4b,SO2,EUR,Residential,solid-biofuel,0.9352914356561939,0.9555541938313922,0.9597243887016558,1.0100689028245862,1.1030682066313648,1.1225356925189018,1.2064426251954794
