Scenario,Species,Region,Inventory Sector,CEDS Fuel,2000,2005,2010,2015,2020,2030,2050
WEO2018_NPS_CLE_CH4b,NOX,BRA,Industry,liquid-fuel-plus-natural-gas,1.0046877072935194,1.012911561444032,1.0011360124309827,0.9997159968922544,0.9624370980910588,0.9522267248317787,0.9482491706088396
WEO2018_NPS_CLE_CH4b,NOX,BRA,Industry,process,1.0794969944663568,1.055456521639445,1.0485547718058286,0.9878613070485429,0.8714408657872843,0.8673916796671194,0.9366668112756299
WEO2018_NPS_CLE_CH4b,NOX,BRA,Industry,solid-biofuel,0.9826225900909953,1.0023212343946546,1.0021281485004356,0.999467962874891,0.9851155910639934,0.9834889417080271,0.9814216177452086
WEO2018_NPS_CLE_CH4b,NOX,BRA,Industry,total-coal,0.8433925181599925,1.0940500888985605,0.9396648453851191,1.0150837886537203,1.4711791024161218,1.6014348102677176,1.5551641326482752
WEO2018_NPS_CLE_CH4b,NOX,BRA,Non-road transport,liquid-fuel-plus-natural-gas,1.1750311984086563,1.3140605778326842,1.2333602715546343,0.9416599321113414,0.9147051291285868,0.7824504747213111,0.5931797514760789
WEO2018_NPS_CLE_CH4b,NOX,BRA,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,BRA,Other,liquid-fuel-plus-natural-gas,1.2018920342732924,1.2205139017697049,1.0923508693435662,0.9769122826641085,1.1539291274414245,1.119288562496032,0.9544435365406073
WEO2018_NPS_CLE_CH4b,NOX,BRA,Residential,liquid-fuel-plus-natural-gas,1.0794931577890494,1.0308400455712252,1.0081867364046335,0.9979533158988416,1.211270079738051,1.2047208008529162,1.1891758781714032
WEO2018_NPS_CLE_CH4b,NOX,BRA,Residential,solid-biofuel,0.9985743666342546,0.9947241557178734,0.9985098847947719,1.000372528801307,0.996168698796184,1.0002455559005394,1.000036728256641
WEO2018_NPS_CLE_CH4b,NOX,BRA,Residential,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,BRA,Shipping,liquid-fuel-plus-natural-gas,1.212353574721472,1.225748673587954,1.1689223202549193,0.9577694199362703,0.9772665789997828,1.0296381982239131,0.8488602558515521
WEO2018_NPS_CLE_CH4b,NOX,BRA,Solvents,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,BRA,Transport,liquid-fuel-plus-natural-gas,1.4496760566485156,1.2992081188257198,1.221510914758088,0.9446222713104779,0.7098922641933623,0.5235520081500844,0.4472608851057345
WEO2018_NPS_CLE_CH4b,NOX,BRA,Waste,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CAN,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CAN,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CAN,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CAN,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CAN,Energy,liquid-fuel-plus-natural-gas,1.2929829401287483,1.1949413004104412,0.9841275701800692,1.0039681074549827,1.0838536806289443,1.068591712892226,1.0701416097050545
WEO2018_NPS_CLE_CH4b,NOX,CAN,Energy,process,1.7786736907658602,1.3439173328430267,0.979415378204269,1.0051461554489327,2.7237485917245885,1.340772094704263,1.2617931366509134
WEO2018_NPS_CLE_CH4b,NOX,CAN,Energy,solid-biofuel,1.1857243316271855,1.1045843013880137,0.9495337426633232,1.0126165643341691,1.0460695754132048,1.068305126183863,0.6243301684747895
WEO2018_NPS_CLE_CH4b,NOX,CAN,Energy,total-coal,1.771203191828792,1.4761640685084576,1.1557332334649102,0.9610666916337725,0.6489179827122001,0.067118481213851,0.0007191465737594909
WEO2018_NPS_CLE_CH4b,NOX,CAN,Industry,liquid-fuel-plus-natural-gas,1.8595844078357004,1.7388926456262248,1.2975462860704734,0.9256134284823817,0.9526643916602545,0.9530771843121345,0.9523946566292274
WEO2018_NPS_CLE_CH4b,NOX,CAN,Industry,process,1.322721308908085,1.2183810652807503,0.9577666928849464,1.0105583267787634,1.0031597024491345,1.0285417584925125,1.0454151575944124
WEO2018_NPS_CLE_CH4b,NOX,CAN,Industry,solid-biofuel,1.0133541357333582,1.0134165446731385,1.0040734630613082,0.998981634234673,0.9967059377360524,0.9988435175382063,1.0047122875353278
WEO2018_NPS_CLE_CH4b,NOX,CAN,Industry,total-coal,1.1117604991051429,1.2957333781682532,1.1229732361368603,0.969256690965785,0.46774563661834745,0.4689212537748986,0.5149335843131809
WEO2018_NPS_CLE_CH4b,NOX,CAN,Non-road transport,liquid-fuel-plus-natural-gas,1.603793521930565,1.5002242155445515,1.2772504963650402,0.93068737590874,0.7872207141036721,0.3729591683725276,0.21644401927132173
WEO2018_NPS_CLE_CH4b,NOX,CAN,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CAN,Other,liquid-fuel-plus-natural-gas,1.698771454943129,1.4785096134776226,1.2209098585457105,0.9447725353635724,0.8684199870505966,0.3738592237968849,0.2117435854713429
WEO2018_NPS_CLE_CH4b,NOX,CAN,Residential,liquid-fuel-plus-natural-gas,0.9946575534181301,0.9995737179511225,1.0004962348337214,0.9998759412915696,1.1061808387763068,1.1207579564458756,1.0098567119489241
WEO2018_NPS_CLE_CH4b,NOX,CAN,Residential,solid-biofuel,0.9838022940626039,0.9887709925174654,0.9937901346114628,1.0015524663471345,1.0137313372055592,1.042040908741864,1.0911279174788893
WEO2018_NPS_CLE_CH4b,NOX,CAN,Residential,total-coal,1.1319200603503379,1.0512772743952352,1.0,1.0,1.0725859939604656,1.0725859863186193,0.0
WEO2018_NPS_CLE_CH4b,NOX,CAN,Shipping,liquid-fuel-plus-natural-gas,2.031669890054781,1.7437927526449009,1.3632862752708954,0.9091784311822761,0.8247497763919448,0.38674738974903045,0.21071766503834327
WEO2018_NPS_CLE_CH4b,NOX,CAN,Solvents,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CAN,Transport,liquid-fuel-plus-natural-gas,2.6264151551400583,2.0132183428618005,1.272303715959089,0.9319240710102278,0.6014660187196903,0.22092025015061859,0.22337908810191054
WEO2018_NPS_CLE_CH4b,NOX,CAN,Waste,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CHN,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CHN,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CHN,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CHN,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CHN,Energy,liquid-fuel-plus-natural-gas,1.251157291527103,1.1979693961401676,1.0175606531487746,0.9956098367128063,0.9224652481528064,0.9081765903279149,0.8526431829155103
WEO2018_NPS_CLE_CH4b,NOX,CHN,Energy,process,0.9516721179672061,0.9411075533105625,1.001243369439259,0.9996891576401852,0.997535121329409,0.9936571104279335,0.9906150491420276
WEO2018_NPS_CLE_CH4b,NOX,CHN,Energy,solid-biofuel,0.746082298870887,0.7460822988708871,0.9984841875114764,1.000378953122131,1.046133583019531,1.0120504127200083,0.9601964806535679
WEO2018_NPS_CLE_CH4b,NOX,CHN,Energy,total-coal,1.7523985585532273,1.7629393516230039,1.6097184022141957,0.8475703994464512,0.49198936302563306,0.3604724182079501,0.3481716552020871
WEO2018_NPS_CLE_CH4b,NOX,CHN,Industry,liquid-fuel-plus-natural-gas,1.0240943662970223,0.9954211577245151,0.9995587114582505,1.0001103221354375,0.7766562139043887,0.6690234671324304,0.6777501525701403
WEO2018_NPS_CLE_CH4b,NOX,CHN,Industry,process,1.193507335725866,1.1866413331786503,1.1693308163048952,0.9576672959237763,0.698846550767781,0.5331748587745845,0.5406451228615545
WEO2018_NPS_CLE_CH4b,NOX,CHN,Industry,solid-biofuel,1.0,1.0000000000000002,1.0,1.0,0.9373367020110708,0.9868774255813296,0.9935222769203882
WEO2018_NPS_CLE_CH4b,NOX,CHN,Industry,total-coal,1.2691357875496763,1.0526107682645605,1.0669263865343732,0.9832684033664068,0.7768318772716766,0.6885516218333114,0.7602282849284896
WEO2018_NPS_CLE_CH4b,NOX,CHN,Non-road transport,liquid-fuel-plus-natural-gas,1.689981438988991,1.3721863978767872,1.1357965146173572,0.9660508713456607,1.124226329739387,1.0222560567056416,0.8211999505826332
WEO2018_NPS_CLE_CH4b,NOX,CHN,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CHN,Other,liquid-fuel-plus-natural-gas,1.6392449042781858,1.4401199107964866,1.13153146698347,0.9671171332541325,1.035570835436185,0.8861253860244026,0.6931768609232776
WEO2018_NPS_CLE_CH4b,NOX,CHN,Residential,liquid-fuel-plus-natural-gas,1.5066385980446944,1.0612919170433985,1.0617469312846288,0.9845632671788428,0.912757912272242,0.9150603297620422,0.9758449698552745
WEO2018_NPS_CLE_CH4b,NOX,CHN,Residential,solid-biofuel,1.0207475069448806,1.0528636365502155,1.039612213205184,0.990096946698704,0.9365596617562847,0.9256411027983982,0.9178174020817094
WEO2018_NPS_CLE_CH4b,NOX,CHN,Residential,total-coal,0.7997279264274731,0.8346473259551255,0.9604222299202189,1.0098944425199454,0.986681063148783,1.0156919348529245,0.9525984860517451
WEO2018_NPS_CLE_CH4b,NOX,CHN,Shipping,liquid-fuel-plus-natural-gas,1.8108973077506754,1.455418071546515,1.1518231754439596,0.9620442061390101,1.1038681444968104,0.9857870033004549,0.7922169684660048
WEO2018_NPS_CLE_CH4b,NOX,CHN,Solvents,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,CHN,Transport,liquid-fuel-plus-natural-gas,1.1888834606398673,1.0229510743900985,1.0653400075797927,0.9836649981050518,0.6065612458913329,0.2402126441524252,0.10655573929401009
WEO2018_NPS_CLE_CH4b,NOX,CHN,Waste,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,EUR,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,EUR,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,EUR,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,EUR,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,EUR,Energy,liquid-fuel-plus-natural-gas,1.6415306001611714,1.181919323092762,1.0676038880721435,0.9830990279819642,1.0229654787154177,0.9256166898945206,0.9476467489284524
WEO2018_NPS_CLE_CH4b,NOX,EUR,Energy,process,1.3429739698219456,1.2217529550785717,1.0123603031383785,0.9969099242154054,0.8144509671087627,0.7881319102667428,0.7735420667363497
WEO2018_NPS_CLE_CH4b,NOX,EUR,Energy,solid-biofuel,1.4704152774169397,1.2614610375027735,1.0360955933825633,0.990976101654359,0.9584975945040799,0.9478258704725216,0.8940441131974539
WEO2018_NPS_CLE_CH4b,NOX,EUR,Energy,total-coal,1.5025073405567202,1.2542775389671807,1.0095402872299346,0.9976149281925164,0.540277129995948,0.4890342428013454,0.43773070968744887
WEO2018_NPS_CLE_CH4b,NOX,EUR,Industry,liquid-fuel-plus-natural-gas,1.3954344896150597,1.202965243046032,1.0350190371567778,0.9912452407108059,0.9067053057574369,0.8397874985903728,0.8864697717389285
WEO2018_NPS_CLE_CH4b,NOX,EUR,Industry,process,1.445820501002888,1.2156891144602961,1.0809520178492404,0.97976199553769,0.918178264705547,0.8985182259570268,0.8889538755021857
WEO2018_NPS_CLE_CH4b,NOX,EUR,Industry,solid-biofuel,1.1111689520309842,1.1207063828061243,1.0402060425922184,0.9899484893519455,0.9280514552013075,0.9410798929463382,0.9579549545732151
WEO2018_NPS_CLE_CH4b,NOX,EUR,Industry,total-coal,1.0289143379327585,1.0956077327685139,1.0148249148818125,0.9962937712795468,1.012725700493522,0.9736283211682621,0.9433878461226306
WEO2018_NPS_CLE_CH4b,NOX,EUR,Non-road transport,liquid-fuel-plus-natural-gas,1.864301657428248,1.462652229016203,1.1562133816302969,0.9609466545924259,0.5918239759720589,0.41504784951731527,0.4936303623389955
WEO2018_NPS_CLE_CH4b,NOX,EUR,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,EUR,Other,liquid-fuel-plus-natural-gas,2.058157880931138,1.5516245522320558,1.1959567312159058,0.9510108171960237,0.5362298994871015,0.3248400915593791,0.3811746984213101
WEO2018_NPS_CLE_CH4b,NOX,EUR,Residential,liquid-fuel-plus-natural-gas,1.1336444513566808,1.082160725916157,1.0580087973581875,0.9854978006604531,0.9289473101364056,0.8903211513385256,0.904677975471887
WEO2018_NPS_CLE_CH4b,NOX,EUR,Residential,solid-biofuel,0.8963268102496895,0.9309337331499217,0.9859213522666936,1.0035196619333266,1.0337762903414447,1.101834393553708,1.238801977588588
WEO2018_NPS_CLE_CH4b,NOX,EUR,Residential,total-coal,1.0192734455193162,0.9945101440579747,1.0279839126148875,0.9930040218462783,1.0150615384728834,1.0167220232385425,1.1259773642627744
WEO2018_NPS_CLE_CH4b,NOX,EUR,Shipping,liquid-fuel-plus-natural-gas,1.9506794600067432,1.4783803364855532,1.1603153298250815,0.9599211675437297,0.5953665186366773,0.4145301404489351,0.4903694429436328
WEO2018_NPS_CLE_CH4b,NOX,EUR,Solvents,process,1.2122862217017687,1.07695659930917,1.0136782485118525,0.9965804378720369,0.9817080183424602,1.005502911574029,1.0704363920646627
WEO2018_NPS_CLE_CH4b,NOX,EUR,Transport,liquid-fuel-plus-natural-gas,1.6469103603676234,1.3731459907743475,1.1231367146698417,0.9692158213325396,0.7204444418351742,0.30032508167002253,0.1346612527557295
WEO2018_NPS_CLE_CH4b,NOX,EUR,Waste,process,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Energy,liquid-fuel-plus-natural-gas,1.1680871912409947,1.1770793200853142,0.8544968768520861,1.0363757807869785,1.0045963228749413,1.1981248506320714,1.2025073972756188
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Energy,process,1.1995741730421208,1.0173214383737752,1.003337872546385,0.9991655318634037,0.9921110257429947,0.9574868299135809,0.9073969592439677
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Energy,solid-biofuel,0.0,0.0,1.0770462537078147,0.9807384365730464,1.037546099686596,0.9118154979292185,0.7235727541207456
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Energy,total-coal,1.1595998090815318,1.059551450531806,1.0252073810196725,0.9936981547450818,0.9833094255076924,0.9700550404901038,0.9560186685102858
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Industry,liquid-fuel-plus-natural-gas,0.9733140619083064,0.9330329344472384,0.9492265654426651,1.0126933586393339,0.9082382295779806,0.9174915028265184,0.951041001134863
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Industry,process,1.1388961721601785,1.1145535044005133,1.107742267045565,0.9730644332386087,0.7927304704538757,0.6978773730440883,0.7531834245625951
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Industry,solid-biofuel,1.0000000000000002,1.0,1.0,1.0,0.999999999972889,1.0000000000000002,0.999999999941591
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Industry,total-coal,1.295777682048609,1.122602480534106,0.934182463845262,1.0164543840386846,1.0501898922961348,0.9570033613967747,1.0056739418260003
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Non-road transport,liquid-fuel-plus-natural-gas,1.2520884392843274,1.3622269314977717,1.145239943351622,0.9636900141620944,1.268699266958259,1.0783358348733454,1.006147195255947
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Other,liquid-fuel-plus-natural-gas,1.458966045156676,1.6286174480271969,1.3141558549508356,0.921461036262291,1.1538558822099594,0.965947340907839,0.8763247796213796
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Residential,liquid-fuel-plus-natural-gas,0.9476591256056475,0.9364195823191885,0.914731012610968,1.021317246847258,1.0621088169892954,1.0796662246684312,1.0845374098924012
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Residential,solid-biofuel,1.0010428671671268,1.000595830450289,1.0004397382000096,0.9998900654499976,1.000073669256252,1.0012254150210627,1.0044128341805303
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Residential,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Shipping,liquid-fuel-plus-natural-gas,1.080506411870082,1.24960361152392,1.1352508570567106,0.9661872857358225,1.262152771535504,1.0732974727996927,1.007017204595905
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Solvents,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Transport,liquid-fuel-plus-natural-gas,0.9770076350684365,0.7898625607609014,1.0055325072141874,0.9986168731964532,0.9324028436867924,0.7938869658295533,0.7948986467586244
WEO2018_NPS_CLE_CH4b,NOX,IDZ,Waste,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IND,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IND,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IND,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IND,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IND,Energy,liquid-fuel-plus-natural-gas,1.34744703324084,1.4648086391462893,1.0739335305225564,0.981516617369361,1.2475931109190197,0.9989709473812983,0.8866881058693153
WEO2018_NPS_CLE_CH4b,NOX,IND,Energy,process,0.99819300575465,0.9970676261742221,0.9963875403212669,1.0009031149196834,0.9986166714619509,0.9930603474447137,0.9882674394675729
WEO2018_NPS_CLE_CH4b,NOX,IND,Energy,solid-biofuel,0.3913982453051045,0.39139824530510453,0.9311348037533553,1.0172162990616611,1.0681185427375353,1.0468536538639293,0.3913982453549604
WEO2018_NPS_CLE_CH4b,NOX,IND,Energy,total-coal,1.336924179221394,1.253385901497327,1.082722046400605,0.9793194883998487,0.8175123307369366,0.5240393592001947,0.30956709789867726
WEO2018_NPS_CLE_CH4b,NOX,IND,Industry,liquid-fuel-plus-natural-gas,1.0707172639322446,1.0749695667266987,1.0234842806193039,0.9941289298451741,1.0632047007511782,1.0127866217244887,1.0047008735703629
WEO2018_NPS_CLE_CH4b,NOX,IND,Industry,process,0.9622369201978124,0.9664847368787495,0.9621215647135044,1.009469608821624,0.9928310738531627,0.9474590185207697,0.9473076012385739
WEO2018_NPS_CLE_CH4b,NOX,IND,Industry,solid-biofuel,0.9999999999999998,1.0,1.0,1.0,0.9507310541741445,0.9475678848037504,0.9459960397117647
WEO2018_NPS_CLE_CH4b,NOX,IND,Industry,total-coal,0.7367919617843012,0.9058293604040767,1.1644090197822634,0.9588977450544341,0.5132975551274055,0.4839229986296046,0.43035238326167186
WEO2018_NPS_CLE_CH4b,NOX,IND,Non-road transport,liquid-fuel-plus-natural-gas,1.8130157892194476,1.547165080406643,1.2104527862740921,0.947386803431477,1.2593078641143531,1.0045761495495484,1.0043213071327015
WEO2018_NPS_CLE_CH4b,NOX,IND,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IND,Other,liquid-fuel-plus-natural-gas,1.8230353245352013,1.5504497574297569,1.1248979102583232,0.9687755224354193,0.7344914086917806,0.5286321923429707,0.5010289416419187
WEO2018_NPS_CLE_CH4b,NOX,IND,Residential,liquid-fuel-plus-natural-gas,0.9541723898203995,0.9988020691987571,0.9785282848171175,1.0053679287957207,1.1527892948898153,1.218761267723802,1.2250644130624646
WEO2018_NPS_CLE_CH4b,NOX,IND,Residential,solid-biofuel,0.9981172956879087,1.0000698884001005,1.0000321502626293,0.9999919624343426,1.0035454622333777,1.0126905612940431,0.9892656945715409
WEO2018_NPS_CLE_CH4b,NOX,IND,Residential,total-coal,0.9937964245019758,0.9425457145371521,0.8778691475301047,1.0305327131174737,2.7545529305370327,2.929600514595137,1.2374785150446903
WEO2018_NPS_CLE_CH4b,NOX,IND,Shipping,liquid-fuel-plus-natural-gas,1.5608994580819768,1.5241112875265936,1.1717792829001437,0.9570551792749642,1.1765995885905811,0.904959328869915,0.901341539988173
WEO2018_NPS_CLE_CH4b,NOX,IND,Solvents,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,IND,Transport,liquid-fuel-plus-natural-gas,1.054568369777732,1.011276568738221,1.0055078564347508,0.9986230358913122,0.8642174607351801,0.41501001905495555,0.05559588496715688
WEO2018_NPS_CLE_CH4b,NOX,IND,Waste,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,JPN,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,JPN,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,JPN,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,JPN,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,JPN,Energy,liquid-fuel-plus-natural-gas,1.2869889000836554,1.3018891748256791,0.9994285198445434,1.0001428700388642,0.9496557925040638,0.8906046849235926,2.6562921888128166
WEO2018_NPS_CLE_CH4b,NOX,JPN,Energy,process,1.001964536050037,0.9997722478962058,0.9991539771318737,1.0002115057170315,1.0076523609777566,1.0228172111953546,1.0228760797481822
WEO2018_NPS_CLE_CH4b,NOX,JPN,Energy,solid-biofuel,1.10535409400801,1.0893665970271755,1.0283427993942296,0.9929143001514427,0.9466433934055662,0.9262610129480642,0.8831891365248653
WEO2018_NPS_CLE_CH4b,NOX,JPN,Energy,total-coal,1.7674575097667358,1.587589717409298,1.2645129669646942,0.9338717582588265,0.7877273626918824,0.7497562219244565,0.734649605513071
WEO2018_NPS_CLE_CH4b,NOX,JPN,Industry,liquid-fuel-plus-natural-gas,1.1043942554904147,1.1126240775346499,1.012324383192287,0.9969189042019282,1.0324700674917193,1.0313661920745498,1.0323474596692177
WEO2018_NPS_CLE_CH4b,NOX,JPN,Industry,process,1.0943982889253294,1.0833084403636746,1.1002332195432123,0.9749416951141969,0.8126062003453529,0.7751835108786329,0.7643934782118069
WEO2018_NPS_CLE_CH4b,NOX,JPN,Industry,solid-biofuel,1.195672835003669,1.1834115146592326,1.153722316032946,0.9615694209917636,1.106673105858152,1.0919271150866379,1.0826600008688794
WEO2018_NPS_CLE_CH4b,NOX,JPN,Industry,total-coal,0.9506697374706767,0.991092515125844,1.0280031209663738,0.9929992197584065,1.3320751949845653,1.3420410016574202,1.3412873071747518
WEO2018_NPS_CLE_CH4b,NOX,JPN,Non-road transport,liquid-fuel-plus-natural-gas,1.3157746518727826,1.2606081923416146,1.1506521378143588,0.9623369655464104,0.2756665403626525,0.15470214041704877,0.1685352785849936
WEO2018_NPS_CLE_CH4b,NOX,JPN,Non-road transport,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,JPN,Other,liquid-fuel-plus-natural-gas,1.3099385913897572,1.2567385992567306,1.1547965183481994,0.9613008704129503,0.49084033602638205,0.28417988660464943,0.30750104944453666
WEO2018_NPS_CLE_CH4b,NOX,JPN,Residential,liquid-fuel-plus-natural-gas,1.0006645848254818,0.999405229870581,0.9999729050034603,1.000006773749135,1.1888732880504924,1.1762750003042306,1.1689251170209496
WEO2018_NPS_CLE_CH4b,NOX,JPN,Residential,solid-biofuel,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002
WEO2018_NPS_CLE_CH4b,NOX,JPN,Residential,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,JPN,Shipping,liquid-fuel-plus-natural-gas,1.2308432162216747,1.2150235659833102,1.135055200156554,0.9662361999608614,0.2127489028865591,0.13772668144337374,0.13964980210560762
WEO2018_NPS_CLE_CH4b,NOX,JPN,Solvents,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,JPN,Transport,liquid-fuel-plus-natural-gas,2.0755825787775573,1.8065952296812033,1.331363749777825,0.9171590625555438,0.6737366118138634,0.49250287426749895,0.4581173001824712
WEO2018_NPS_CLE_CH4b,NOX,JPN,Waste,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,KOR,Agricultural Waste Burning,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,KOR,Agriculture,process,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,KOR,Commercial,solid-biofuel,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,KOR,Commercial,total-coal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEO2018_NPS_CLE_CH4b,NOX,KOR,Energy,liquid-fuel-plus-natural-gas,1.1270131516669322,1.2123630562480563,0.9494531928618748,1.0126367017845312,0.9843712655427045,1.030195382798481,1.1920796430890586
WEO2018_NPS_CLE_CH4b,NOX,KOR,Energy,process,1.0530903169205117,1.0694264102664603,1.000027369479349,0.9999931576301627,0.9998846005825708,0.9997984449847231,0.9998127295838102
WEO2018_NPS_CLE_CH4b,NOX,KOR,Energy,solid-biofuel,0.9016734893231887,0.9450057403598463,0.979204979382526,1.0051987551543686,1.0675247177815093,1.077735887556163,0.9016734891392387
