Scenario,Species,Region,Inventory Sector,CEDS Fuel,R squared,m,gt,b,2000,2005,2010,2014,2015,2030,2050
WEO2018_NPS_CLE_CH4b,SO2,ANZ,Industry,process,0.9718518598239281,0.5448130726691467,0.18784339149560292,0.9607332306911578,1.491047952554178,1.2368037048072182,1.020579687275018,1.0,0.9948550781812454,0.9901663404496771,0.986458172879549
WEO2018_NPS_CLE_CH4b,SO2,ANZ,Industry,solid-biofuel,0.007802373453089317,0.12985009026253475,5.962183812289324,1.000023276728898,1.1298733795861384,0.8870305212493643,0.9918047616042376,1.0,1.0020488095989406,1.1269110218551392,1.1126697047342264
WEO2018_NPS_CLE_CH4b,SO2,ANZ,Industry,total-coal,-0.5666644892628638,0.05196821587811527,3.5784509000375624,0.9998785270648753,1.0518467449474107,0.9864271710809318,0.959966108843872,1.0,1.010008472789032,0.6133414245809917,0.6198383506953752
WEO2018_NPS_CLE_CH4b,SO2,ANZ,Non-road transport,liquid-fuel-plus-natural-gas,0.9728813441880058,2.051506032480471,0.10444896819432643,0.5246839005622282,2.505810093799158,1.960851338579644,1.2291129724999468,1.0,0.9427217568750135,0.7499760366383946,0.4745404652083958
WEO2018_NPS_CLE_CH4b,SO2,ANZ,Other,liquid-fuel-plus-natural-gas,0.9299855321460547,1.8728130032714585,0.11010138584266586,0.5991210781780565,2.352870446331974,2.040680177363814,1.198507545253291,1.0,0.9503731136866772,0.8247607338840447,0.5716330284201806
WEO2018_NPS_CLE_CH4b,SO2,ANZ,Residential,liquid-fuel-plus-natural-gas,-0.8006293230898123,1.4333335418182838,0.3377996934638787,0.9878529824851439,2.3384164391172866,1.9821368346401325,0.7745704182581338,1.0,1.0563573954354666,2.69211128385676,2.0633655444209764
WEO2018_NPS_CLE_CH4b,SO2,ANZ,Residential,solid-biofuel,-0.24920520531911206,0.0075460230372554095,4.935784323675737,1.000012159657348,1.0075581843268844,0.9843635100833821,0.9896314906383772,1.0,1.0025921273404057,1.0557871443810212,1.0814445378430781
WEO2018_NPS_CLE_CH4b,SO2,ANZ,Residential,total-coal,-0.31192931560836223,0.051648625420251865,0.43072425785388196,1.0001732157298533,1.0400505096569257,1.1602752593759627,1.0778067986055504,1.0,0.9805483003486124,1.464957329319474,3.1314659544864942
WEO2018_NPS_CLE_CH4b,SO2,ANZ,Shipping,liquid-fuel-plus-natural-gas,0.9728207529400246,2.0523835193898163,0.1045510532397192,0.5251597007260368,2.50721313586762,1.9615196555654009,1.227912163428938,1.0,0.9430219591427654,0.7502943368386187,0.47467550422845967
WEO2018_NPS_CLE_CH4b,SO2,ANZ,Transport,liquid-fuel-plus-natural-gas,0.9480480511511172,11.13425733621371,0.1721361755656188,3.3159824738277845e-16,11.215292635521985,4.0023393693535185,4.087150800066291,1.0,0.22821229998342782,0.23127340801264532,0.23136294216754527
WEO2018_NPS_CLE_CH4b,SO2,ASI,Energy,liquid-fuel-plus-natural-gas,0.33060675116621385,0.6105803295679006,0.1743060512700139,0.9468100801960285,1.4953560928940186,1.4199598021096453,1.0151534296993037,1.0,0.9962116425751741,0.6825705286687699,1.537037512579507
WEO2018_NPS_CLE_CH4b,SO2,ASI,Energy,process,0.23633906872600474,0.09020084566335983,4.071154250166659,0.999975901261029,1.0901767470389159,0.9846043300344745,0.9975785835796016,1.0,1.0006053541050997,0.9215720005331063,0.9357024082178594
WEO2018_NPS_CLE_CH4b,SO2,ASI,Energy,solid-biofuel,0.7846224551009775,0.5782554995337319,0.024624806071702567,0.5903388711930289,1.153625175400337,1.0689495738284125,0.9916963663537559,1.0,1.0020759084115611,0.80230693942645,0.7929128922461733
WEO2018_NPS_CLE_CH4b,SO2,ASI,Energy,total-coal,0.9779408606403364,3.044517726796272,0.1848885685870677,0.7713150245308719,3.7509586020049603,2.2158988413970047,1.4012757435493624,1.0,0.8996810641126594,0.94852459607053,0.892839728485353
WEO2018_NPS_CLE_CH4b,SO2,ASI,Industry,liquid-fuel-plus-natural-gas,0.8895047305064633,2.049068054285646,0.1506799557880127,0.7515518674175173,2.6671837062262758,2.1161019281486837,1.4811737907335811,1.0,0.8797065523166048,0.9470971286595254,0.9282088831537096
WEO2018_NPS_CLE_CH4b,SO2,ASI,Industry,process,0.9581163749816498,-0.15427911347403794,3.610287239397167,1.0000010863928597,0.8457219721829327,1.0098780296679157,1.023160188970001,1.0,0.9942099527574998,0.9938119768176715,1.004136264823935
WEO2018_NPS_CLE_CH4b,SO2,ASI,Industry,solid-biofuel,-1.519331330541776,-0.057742276986956366,0.25081007097899755,1.0016994049195151,0.9521112138588357,0.9466072620372371,0.9431978459532858,1.0,1.0142005385116786,0.9430210297355888,0.9433885579195229
WEO2018_NPS_CLE_CH4b,SO2,ASI,Industry,total-coal,0.8262414488533698,1.1976418796311443,0.11523241044822825,0.7614276451180333,1.8112118898291667,1.8306770265819028,1.2010514103336956,1.0,0.9497371474165761,0.8552140796007212,0.9101957690760202
WEO2018_NPS_CLE_CH4b,SO2,ASI,Non-road transport,liquid-fuel-plus-natural-gas,0.9634129090239665,1.480643916731773,0.10220366318580856,0.6459628797250381,2.074737231401929,1.6574088026666758,1.135765315619619,1.0,0.9660586710950952,0.7329471429300548,0.7317147016574078
WEO2018_NPS_CLE_CH4b,SO2,ASI,Other,liquid-fuel-plus-natural-gas,0.9576077301777558,1.486325861414207,0.10860557602959653,0.6750810885574631,2.090490383949616,1.7244776065731717,1.1354309549213204,1.0,0.9661422612696698,0.7661409487826505,0.7650699141895645
WEO2018_NPS_CLE_CH4b,SO2,ASI,Residential,liquid-fuel-plus-natural-gas,0.24440460106941697,1.98789795365784,0.24468011186034427,0.9356060030081071,2.78117082519355,2.287997420515472,1.1151181014199876,1.0,0.9712204746450032,1.7320582350256728,1.5195452340186628
WEO2018_NPS_CLE_CH4b,SO2,ASI,Residential,solid-biofuel,0.8209605396827329,-64.39258716538461,5.752106951387948e-06,65.38740159701227,0.9994133478044915,0.9924184603348444,0.9978946642549291,1.0,1.0005263339362678,1.0040929145479345,1.0152517866239048
WEO2018_NPS_CLE_CH4b,SO2,ASI,Residential,total-coal,0.7645417087948829,-0.5624561452412555,0.10534438357048587,1.1286766969603925,0.6506327459326315,0.5630089285894055,0.9403358890508919,1.0,1.014916027737277,1.0807759858847963,1.0788753962926005
WEO2018_NPS_CLE_CH4b,SO2,ASI,Shipping,liquid-fuel-plus-natural-gas,0.9634256593498667,1.4586812647625484,0.10101101171723167,0.6453413071103407,2.053430935218131,1.6445364209679196,1.1335908955085485,1.0,0.966602276122863,0.7333289015011114,0.7288769385562995
WEO2018_NPS_CLE_CH4b,SO2,ASI,Transport,liquid-fuel-plus-natural-gas,0.5243200471960918,1.4512633160163533,0.1580725182851705,0.8414187140484238,2.0789728900802507,2.2274009404730353,1.2948877524324616,1.0,0.9262780618918847,1.1374593980397627,1.1122300930953266
WEO2018_NPS_CLE_CH4b,SO2,BRA,Energy,liquid-fuel-plus-natural-gas,0.724246071684049,2.4668435859621325,0.2584998135159164,0.934062892412477,3.309881935183639,2.1491010949836262,1.0211727396330148,1.0,0.9947068150917463,1.5126275215385532,1.3755008896104899
WEO2018_NPS_CLE_CH4b,SO2,BRA,Energy,process,0.49901565206331755,0.2945277438149375,0.33418169859194224,0.997279894572775,1.2886783023470745,1.078098374126251,1.0084603023683871,1.0,0.9978849244079031,1.0148978118445273,1.2137124297410924
WEO2018_NPS_CLE_CH4b,SO2,BRA,Energy,solid-biofuel,0.5927533122083312,-0.00886878673804264,3.8834818843199326,1.0000007060946465,0.9911319179638695,1.0049199183661879,0.9994990372799913,1.0,1.0001252406800023,0.998236534164664,1.0050584199001196
WEO2018_NPS_CLE_CH4b,SO2,BRA,Energy,total-coal,0.9729723403627769,1.5359519941691624,0.09378049575140586,0.5867637495050807,2.1629860908911946,1.396559194925635,1.28224779797544,1.0,0.9294380505061401,0.6375199121275253,0.6381298351343044
WEO2018_NPS_CLE_CH4b,SO2,BRA,Industry,liquid-fuel-plus-natural-gas,0.9410566028633559,1.5004578939888698,0.10788191943171255,0.6686803383502397,2.0630068369613626,1.7993066156185942,1.2884703255225551,1.0,0.9278824186193612,0.7754484341370012,0.7684940697942878
WEO2018_NPS_CLE_CH4b,SO2,BRA,Industry,process,0.48777741109251016,0.5822624220411613,0.3670755741141718,0.9966395251279028,1.5703315788838093,1.1824143510757228,0.8831062263214413,1.0,1.0292234434196397,1.1640352228126547,1.3349445644697577
WEO2018_NPS_CLE_CH4b,SO2,BRA,Industry,solid-biofuel,-0.30930083846428946,-0.017372806507952986,3.957210092758262,0.9999953971113602,0.9826225901528596,1.0023212345861319,1.0021281486679825,1.0,0.9994679628330044,0.9834889455055598,0.9814216214753035
WEO2018_NPS_CLE_CH4b,SO2,BRA,Industry,total-coal,-0.6235578310966572,-0.08670220301234045,3.4487597043712452,1.0001453403497411,0.913443116336956,1.235031317025599,0.9461628775700699,1.0,1.0134592806074825,1.4303151568517034,1.3893782708863232
WEO2018_NPS_CLE_CH4b,SO2,BRA,Non-road transport,liquid-fuel-plus-natural-gas,0.8226301845165912,1.8361909225119704,0.043411663400272284,3.59669997588112e-15,1.5357140308310542,1.6397748868374973,1.334649623069308,1.0,0.9163375942326731,0.2362687853223539,0.14523382145674302
WEO2018_NPS_CLE_CH4b,SO2,BRA,Other,liquid-fuel-plus-natural-gas,0.9648216963834395,1.7683782100159693,0.07112863201112915,0.3467121467947391,2.015851921005854,1.7733236298385209,1.235513976538329,1.0,0.9411215058654179,0.5703799838651896,0.45948735776046207
WEO2018_NPS_CLE_CH4b,SO2,BRA,Residential,liquid-fuel-plus-natural-gas,-0.5940317250829026,4.335058884823902,0.36552107606314005,0.9751162610334483,5.203011409570193,2.708117486523966,1.2390242455386453,1.0,0.9402439386153386,4.325527977507995,4.070583667801824
WEO2018_NPS_CLE_CH4b,SO2,BRA,Residential,solid-biofuel,-0.20478071533232178,-0.003319986657343372,0.12696986297506063,1.0005603897049855,0.9985743666342547,0.9947241557178732,0.9985098847947719,1.0,1.000372528801307,1.000245555717032,1.0000367280573264
WEO2018_NPS_CLE_CH4b,SO2,BRA,Shipping,liquid-fuel-plus-natural-gas,0.8226338622420649,1.836147161900613,0.0434099618888527,3.452788988600313e-15,1.5357150555073606,1.63962551116177,1.3346482729762252,1.0,0.9163379317559438,0.23626866446361944,0.14523366761908318
WEO2018_NPS_CLE_CH4b,SO2,BRA,Solvents,process,0.7404259859554133,1.0032616830759744,0.1500639389882313,0.8773061166698282,1.7647058823400033,1.764705882620391,0.9999999999332106,1.0,1.0000000000166973,0.9999999999890755,1.0000000000386013
WEO2018_NPS_CLE_CH4b,SO2,BRA,Transport,liquid-fuel-plus-natural-gas,0.8862918993773714,21.50664021107428,0.21909889646554745,2.2828804256262436e-10,20.827871510726908,10.55188749615449,1.9499795767169443,1.0,0.7625051058207641,2.456872987554083,0.15472634573399652
WEO2018_NPS_CLE_CH4b,SO2,CAN,Energy,liquid-fuel-plus-natural-gas,-0.03602436680557686,1.75660425104333,0.4149070545843342,0.9950379976174829,2.735216386205015,1.4215810128813124,1.002283260902541,1.0,0.9994291847743648,1.9408357504259228,2.1485415946714332
WEO2018_NPS_CLE_CH4b,SO2,CAN,Energy,process,-0.35254614281104346,0.45413312505704456,0.47436240438397187,0.9999052466798043,1.4429594411964182,1.2298990527962745,0.981090371709479,1.0,1.0047274070726304,1.6882850641142366,1.5615717291819398
WEO2018_NPS_CLE_CH4b,SO2,CAN,Energy,solid-biofuel,-0.58338460935381,0.02149957200706666,3.272753102121582,0.9999477173870376,1.0214472916311095,0.9966483050930786,0.9730034812396295,1.0,1.0067491296900926,0.8396433867995273,0.8340778640127715
WEO2018_NPS_CLE_CH4b,SO2,CAN,Energy,total-coal,0.8710688780683666,1.8525895351627475,0.044047818379382306,1.2480159325550669e-15,1.6424771510574645,1.4741733172818545,1.1344180191636744,1.0,0.9663954952090815,0.01867286171763574,0.0008544540432512053
WEO2018_NPS_CLE_CH4b,SO2,CAN,Industry,liquid-fuel-plus-natural-gas,-0.43138212626444616,0.8419364303988194,0.45309101316659994,0.9987204701627346,1.834959386740447,1.1701045633546912,1.0508358232703467,1.0,0.9872910441824132,1.6373590086091951,1.6459253094754451
WEO2018_NPS_CLE_CH4b,SO2,CAN,Industry,process,0.96988411560756,2.190182738608455,0.2127644646473401,0.888647274903326,3.0326796174653996,1.8796904041741807,0.9958223526478536,1.0,1.0010444118380366,1.0053586885437094,1.0090989908435348
WEO2018_NPS_CLE_CH4b,SO2,CAN,Industry,solid-biofuel,0.6150199721601508,0.01771532305796801,0.1546418196289085,0.997968330300414,1.0133541357333582,1.0134165446731385,1.0040734630613082,1.0,0.9989816342346729,0.9988435180058884,1.0047122875453294
WEO2018_NPS_CLE_CH4b,SO2,CAN,Industry,total-coal,-0.3597401902467803,-0.19693190651382217,3.5940265567710115,0.9998313612533033,0.8028994129043868,1.3117762268866875,1.088912755065665,1.0,0.9777718112335838,0.30370119249032096,0.33977646327604677
WEO2018_NPS_CLE_CH4b,SO2,CAN,Non-road transport,liquid-fuel-plus-natural-gas,0.9471188829658314,5.991657592501861,0.12787368143212618,9.395758527985244e-20,5.659820273585206,3.8928155065382586,2.533728916391602,1.0,0.6165677709020996,0.10916831092456217,0.11807688731893565
WEO2018_NPS_CLE_CH4b,SO2,CAN,Other,liquid-fuel-plus-natural-gas,0.9525217035496625,6.471178964454995,0.1333719161994233,3.3856607484959126e-22,6.128341084701716,4.131127102198729,2.543584082480026,1.0,0.6141039793799937,0.111002293841078,0.11935029788780077
WEO2018_NPS_CLE_CH4b,SO2,CAN,Residential,liquid-fuel-plus-natural-gas,-0.44338101597640556,0.5421532605979369,4.703135400908209,1.0003636137665757,1.5425168743645126,0.9957089763966216,1.0069978551622134,1.0,0.9982505362094467,2.8594569638807537,1.143780903577253
WEO2018_NPS_CLE_CH4b,SO2,CAN,Residential,solid-biofuel,0.9502260576528205,-295.22814225005254,7.902078342478236e-06,296.19548724990324,0.9838022940626037,0.9887709925174655,0.9937901346114628,1.0,1.0015524663471345,1.0420409085109423,1.091127917657124
WEO2018_NPS_CLE_CH4b,SO2,CAN,Residential,total-coal,0.5009840101224392,1.2821567314519002,0.017757070022860064,4.571174735487463e-17,1.0444580092130569,1.0049240996979705,1.0,1.0,1.0,1.00697035293881,0.0
WEO2018_NPS_CLE_CH4b,SO2,CAN,Shipping,liquid-fuel-plus-natural-gas,0.9482083095997943,6.0048286367825074,0.12803065255656115,4.91210906711628e-16,5.68039626894916,3.875440179458531,2.5393573605447743,1.0,0.6151606598638064,0.10938062694269063,0.1183159534241007
WEO2018_NPS_CLE_CH4b,SO2,CAN,Solvents,process,0.9240362965200103,1.0888205557087727,0.1414547758994481,0.8497612818298876,1.8750000001312581,1.5625000001093814,1.2500000001067286,1.0,0.937499999973318,0.9374999999383398,0.9375000000389055
WEO2018_NPS_CLE_CH4b,SO2,CAN,Transport,liquid-fuel-plus-natural-gas,0.6570451542206827,21.552707884160103,0.21910102817209676,1.1545089056373319e-18,18.85066172320375,20.01329186990581,0.9953198113480053,1.0,1.0011700471629987,0.9361201993631529,0.9582295816947622
WEO2018_NPS_CLE_CH4b,SO2,CHN,Energy,liquid-fuel-plus-natural-gas,0.8551775407106079,0.7922178152318239,0.0366267379356091,0.5255783059449146,1.2543743149227842,1.1943062164503928,1.1743729628964066,1.0,0.9564067592758985,0.7218415867217849,0.709306002638489
WEO2018_NPS_CLE_CH4b,SO2,CHN,Energy,process,0.9395930051201246,1.07985553703762,0.043054964012960786,0.40900965072860584,1.449650420243201,1.276097786104313,1.2914567420445053,1.0,0.9271358144888737,0.6434666887948985,0.5719728487466104
WEO2018_NPS_CLE_CH4b,SO2,CHN,Energy,solid-biofuel,-0.7754283295874318,-0.4325033570247647,0.27696445577239304,1.0087615486645525,0.6545339996769668,0.38235704885417054,1.210811128726721,1.0,0.9472972178183198,0.4418154757981555,0.3673362194496843
WEO2018_NPS_CLE_CH4b,SO2,CHN,Energy,total-coal,0.7214103587135271,5.045390568367571,0.11558643994495407,6.273829178181297e-13,4.143058820849811,5.291680474405443,1.7983085545887376,1.0,0.8004228613528157,0.35672890286069586,0.35790715582704363
WEO2018_NPS_CLE_CH4b,SO2,CHN,Industry,liquid-fuel-plus-natural-gas,0.6992286362648892,0.47220949605838536,0.04969353455983444,0.7644995623521081,1.1810533534935397,1.1427402966070248,1.2431895946625757,1.0,0.9392026013343561,0.8361218147548952,0.8538739483114891
WEO2018_NPS_CLE_CH4b,SO2,CHN,Industry,process,0.8840313310152338,1.6223450732269504,0.08344207746206059,0.4956045062837442,1.9659080212762985,1.813011138959169,1.5526526610181324,1.0,0.8618368347454671,0.6485683502147991,0.6370372054704874
WEO2018_NPS_CLE_CH4b,SO2,CHN,Industry,solid-biofuel,0.6011963734274554,-274.2788853472332,1.2694899425957866e-05,275.23016036879545,1.0,1.0,0.9999999999999999,1.0,1.0,1.1149767110612363,1.1219866504720282
WEO2018_NPS_CLE_CH4b,SO2,CHN,Industry,total-coal,0.9318945380439618,1.4806721613514362,0.11248757880607733,0.6934279095431496,2.1799332508582694,1.4344244187691542,1.3918272868545563,1.0,0.9020431782863609,0.6724565420955334,0.8337261022545723
WEO2018_NPS_CLE_CH4b,SO2,CHN,Non-road transport,liquid-fuel-plus-natural-gas,0.9737467460598315,1.362726523803303,0.13245321488797412,0.7866708004940016,2.105905504584004,1.6397188222194257,1.0911779940360045,1.0,0.9772055014909989,0.9154510743455203,0.7717957079064898
WEO2018_NPS_CLE_CH4b,SO2,CHN,Other,liquid-fuel-plus-natural-gas,0.9201152652624502,1.811265819321532,0.13584032814080732,0.7296115084698991,2.4248294705886035,2.0426366048885214,1.0861821104985279,1.0,0.9784544723753681,0.9220522543947834,0.7686809481835575
WEO2018_NPS_CLE_CH4b,SO2,CHN,Residential,liquid-fuel-plus-natural-gas,0.19040966619877142,0.16110658444795434,0.31720182688773985,0.9981241189879523,1.154910494357367,1.0632717522019248,1.0144885391276197,1.0,0.9963778652180951,1.0355417437369,1.1207491563030596
WEO2018_NPS_CLE_CH4b,SO2,CHN,Residential,solid-biofuel,0.7420647524931078,0.2716466658958022,0.015768394626237477,0.7821584715602835,1.0202740445631902,1.0525528876731662,1.0395332714051475,1.0,0.9901166821487132,0.926052744760442,0.9195499183088479
WEO2018_NPS_CLE_CH4b,SO2,CHN,Residential,total-coal,-0.6767448452167661,-0.37037604347917036,0.2940425055864673,1.0059224470733656,0.6696004421525261,0.6845506778542628,1.0265299333179918,1.0,0.993367516670502,0.6658184448397749,0.5204287504312235
WEO2018_NPS_CLE_CH4b,SO2,CHN,Shipping,liquid-fuel-plus-natural-gas,0.9751537554388089,1.3000044301480815,0.1324332898072301,0.7964322244543228,2.0568311507342387,1.604247411269046,1.0879776111109245,1.0,0.9780055972222688,0.9191653455401955,0.7798146197127412
WEO2018_NPS_CLE_CH4b,SO2,CHN,Solvents,process,0.6790368192901993,0.7662036758167259,0.08132305661573623,0.7546307143173182,1.4056686499223183,1.4389816995552052,1.4388825647545478,1.0,0.8902793588113631,0.8646693121822268,0.8331300928580475
WEO2018_NPS_CLE_CH4b,SO2,CHN,Transport,liquid-fuel-plus-natural-gas,0.8283760624984856,5.0166888821448135,0.12270327713084583,0.09987529470922213,4.583039364319902,4.519963231053703,0.9758912386736629,1.0,1.0060271903315843,0.49765460971988207,0.5122402313875026
WEO2018_NPS_CLE_CH4b,SO2,EUR,Energy,liquid-fuel-plus-natural-gas,0.9153166334921623,0.9815699230543143,0.11670906260968486,0.8083997900971107,1.8185226693100105,1.2706039002429126,1.019933848027994,1.0,0.9950165379930017,0.7943327646579008,0.8661317927894147
WEO2018_NPS_CLE_CH4b,SO2,EUR,Energy,process,0.9492001739027536,0.9852976357459915,0.09229784243199633,0.729377608195342,1.6460275830552447,1.4944328286215018,1.1929732197845666,1.0,0.9517566950538583,0.8010386117815038,0.7974968532208995
WEO2018_NPS_CLE_CH4b,SO2,EUR,Energy,solid-biofuel,0.5070923769948523,0.15500748974023565,0.2476758934570334,0.995180586105924,1.1448495964702758,1.0643296763720196,1.0476680036901433,1.0,0.9880829990774644,0.9958201495375176,1.0632717024063125
WEO2018_NPS_CLE_CH4b,SO2,EUR,Energy,total-coal,0.9693833027078116,2.6832757770027786,0.08616118154258334,0.19683979876145274,2.7768405518871457,2.13743696787052,1.3180797121016918,1.0,0.9204800719745769,0.35425686188772243,0.3829311329768783
WEO2018_NPS_CLE_CH4b,SO2,EUR,Industry,liquid-fuel-plus-natural-gas,0.9937868926768242,1.6934444484485454,0.1618360043327567,0.824300300689394,2.501567806946447,1.6444223721908497,1.1213952392559674,1.0,0.9696511901860081,0.7901389377331123,0.8760525995859787
WEO2018_NPS_CLE_CH4b,SO2,EUR,Industry,process,0.9933218797841044,0.6162417356362013,0.12842908300304676,0.8979352888967446,1.5114702589550455,1.2201418944626508,1.1076045966356136,1.0,0.9730988508410967,0.9172655013748625,0.9092052732967826
WEO2018_NPS_CLE_CH4b,SO2,EUR,Industry,solid-biofuel,-0.8972439758046802,0.039644592778265375,0.2519345856316546,0.9988600465863159,1.026770941585917,1.0748935470372685,1.0066432776438237,1.0,0.998339180589044,1.0253873385099674,1.104714645715472
WEO2018_NPS_CLE_CH4b,SO2,EUR,Industry,total-coal,-0.06300836380714436,0.35671366940288163,0.29523053698570856,0.9943439677967272,1.3326727393449258,1.207959000318907,0.9641506312166294,1.0,1.0089623421958427,1.0969897947263012,1.2127938784834267
WEO2018_NPS_CLE_CH4b,SO2,EUR,Non-road transport,liquid-fuel-plus-natural-gas,0.9722210910406694,2.9634995046189667,0.08461231131357744,0.09349183375096227,3.061746788921678,1.9313663814102469,1.4087208421765571,1.0,0.8978197894558608,0.25127623737245847,0.26782944811386433
WEO2018_NPS_CLE_CH4b,SO2,EUR,Other,liquid-fuel-plus-natural-gas,0.9782273855424614,3.255321460015478,0.09390483408095154,0.1256941479288034,3.4123728410295,2.01014824584534,1.4206375300399032,1.0,0.8948406174900243,0.25256840706831957,0.2703620576977981
WEO2018_NPS_CLE_CH4b,SO2,EUR,Residential,liquid-fuel-plus-natural-gas,0.9458010388080624,1.933265021689425,0.1296831288081322,0.6854179728597714,2.5024476424405044,2.0266509235144796,1.310430009020995,1.0,0.9223924977447514,0.7925911543414536,0.8231108067499143
