Activity_Scenario,Intensity_Scenario,Species,Region,Sector,Fuel,2014,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
out_paris1p5c_2030,WEO2018_NPS_CLE_CH4b,BC,USA,Agricultural Waste Burning,process,0.9998925220488797,0.9855839237454087,0.9320170981918546,0.8645427041938512,0.7959474708760563,0.7424293236727721,0.6847338999571269,0.6310722844129854,0.5808457666426741,0.5337039386892382,0.4899008886910649,0.4871669620582087,0.5471085379984663,0.4977800824634757,0.4613799917878831,0.42724814159858004,0.3963517008085123,0.36798728916508877,0.3397418537313887
out_paris1p5c_2030,WEO2018_NPS_MFRcor_CH4b,BC,USA,Agricultural Waste Burning,process,0.9998620387403382,0.9782128758747038,0.8911045596252726,0.7962624914508207,0.7061862178398146,0.6345341046446298,0.5637501937186709,0.5005056723639631,0.44376775994711676,0.39278993321128564,0.3473227174327862,0.3327115008419667,0.35993866328770485,0.31546962141439355,0.28167208488637757,0.2512639922410241,0.22454108753005134,0.20082276182624134,0.17860523820135976
out_paris1p5c_2030,TAPS_MFR_Midcentury,BC,USA,Agricultural Waste Burning,process,0.9998620387403382,0.9782128758747038,0.8911045596252726,0.7962624914508207,0.7061862178398146,0.6345341046446298,0.5637501937186709,0.5005056723639631,0.44376775994711676,0.4417683048050217,0.43934086434341785,0.47333697194855395,0.5759241886758227,0.5677126470880353,0.5700973705396103,0.5719653112014362,0.5748697562871747,0.5782568415651729,0.5784105971579511
out_paris1p5c_2030,WEO2018_NPS_CLE_CH4b,BC,CAN,Agricultural Waste Burning,process,0.9998925220488797,0.9903917891144807,0.9507232525543637,0.9536495188303817,0.8792945023162141,0.8109713676391808,0.7478562878335022,0.6871806170550815,0.6495514080498773,0.7340666634362969,0.6519187737021707,0.597618845234672,0.5547525094668165,0.5101838342256615,0.4758951460713949,0.44436138871836117,0.41744620019296963,0.3880702236872787,0.36121178206712357
out_paris1p5c_2030,WEO2018_NPS_MFRcor_CH4b,BC,CAN,Agricultural Waste Burning,process,0.9998620387403382,0.982984783873797,0.9089895742648375,0.8783317910742446,0.7801339682310794,0.6931151211965935,0.6157196644802613,0.5450053904594507,0.4962590585567887,0.5402508297238999,0.46218777155653124,0.4081448013006128,0.3649675756175926,0.32333053632519054,0.29053357398919044,0.26132826724391783,0.23649153916940588,0.21178267945131016,0.18989216568013265
out_paris1p5c_2030,TAPS_MFR_Midcentury,BC,CAN,Agricultural Waste Burning,process,0.9998620387403382,0.982984783873797,0.9089895742648375,0.8783317910742446,0.7801339682310794,0.6931151211965935,0.6157196644802613,0.5450053904594507,0.4962590585567887,0.6076166241466607,0.5846377586398457,0.5806532803202942,0.583970760352946,0.5818589880020474,0.5880328064867574,0.5948751445313355,0.6054652846913827,0.6098152530323466,0.6149631559116607
out_paris1p5c_2030,WEO2018_NPS_CLE_CH4b,BC,MEX,Agricultural Waste Burning,process,1.0,1.0694234361287154,1.0694094460532306,1.148471225891353,1.148095859666595,1.172329022902573,1.168677573709612,1.1533767591166422,1.1689463396552664,1.8137507798952774,2.01993946047166,1.9998097963229151,2.1096862626338804,2.110672100997438,2.1035654847573597,2.0923070034256344,2.079337900836591,2.059113639054085,2.1293086030947466
out_paris1p5c_2030,WEO2018_NPS_MFRcor_CH4b,BC,MEX,Agricultural Waste Burning,process,0.9998620387403382,1.0444386539452328,0.9286307276599858,0.8867168227414867,0.788149809753153,0.715559803528409,0.634244813784926,0.5565436161362006,0.5015201422041,0.6918902519307888,0.6851154291435329,0.6030868809763701,0.5656852565033705,0.5032033800277617,0.44590732983276826,0.3943481237457255,0.34845382396480984,0.3068077145282673,0.2820917364109094
out_paris1p5c_2030,TAPS_MFR_Midcentury,BC,MEX,Agricultural Waste Burning,process,0.9998620387403382,1.0444386539452328,0.9286307276599858,0.8867168227414867,0.788149809753153,0.715559803528409,0.634244813784926,0.5565436161362006,0.5015201422041,0.7781645043895995,0.8666268853351945,0.8579905333625484,0.9051315005222645,0.9055544607382378,0.9025054660441227,0.8976751714728987,0.8921109586822287,0.883434020912676,0.913550192334254
out_paris1p5c_2030,WEO2018_NPS_CLE_CH4b,BC,JPN,Agricultural Waste Burning,process,1.0,0.9950778523069129,0.9958485686737147,0.9968922385362938,1.0284894909791278,1.030797289569303,1.0304898118875028,1.0300075015320291,1.0285777504029645,1.0230716908521522,1.0050439327434515,0.9439410981491791,0.8230272161544724,0.6487071436834572,0.4232264767300501,0.9896457675211906,0.9896457675211906,0.9896457675211906,0.01594030143921621
out_paris1p5c_2030,WEO2018_NPS_MFRcor_CH4b,BC,JPN,Agricultural Waste Burning,process,0.9998728756104117,0.9707213232256464,0.8588047243956852,0.7599988726359473,0.6931515579589733,0.6141369461650155,0.5427492993932874,0.47957834951504624,0.4233698420606149,0.3722652282638485,0.3232920782044257,0.26842225712518436,0.20689568709413977,0.14416157987207437,0.08314522129896583,0.1718730754202713,0.1519397683869177,0.13431826457413457,0.0019125616452978023
out_paris1p5c_2030,TAPS_MFR_Midcentury,BC,JPN,Agricultural Waste Burning,process,0.9998728756104117,0.9707213232256464,0.8588047243956852,0.7599988726359473,0.6931515579589733,0.6141369461650155,0.5427492993932874,0.47957834951504624,0.4233698420606149,0.4211035091932255,0.41368315706116987,0.3885328002490589,0.33876379532650475,0.26701242648624407,0.17420299684576512,0.4073451638704579,0.4073451638704579,0.4073451638704579,0.006561140273621175
