Species,Region,Sector,2014
C5H8,CAN,Agricultural Waste Burning,0.0010792184806447322
C5H8,MEX,Agricultural Waste Burning,0.0013160878160193754
C5H8,JPN,Agricultural Waste Burning,0.00023175090549595802
C5H8,ANZ,Agricultural Waste Burning,0.0015107915198988354
C5H8,EUR,Agricultural Waste Burning,0.001982481635958421
C5H8,ROE,Agricultural Waste Burning,0.007765032176924311
C5H8,RUS,Agricultural Waste Burning,0.025179189558951046
C5H8,ASI,Agricultural Waste Burning,0.002667606827074638
C5H8,CHN,Agricultural Waste Burning,0.011827461868857485
C5H8,IND,Agricultural Waste Burning,0.0030741916631538352
C5H8,BRA,Agricultural Waste Burning,0.004717916159089693
C5H8,AFR,Agricultural Waste Burning,0.02890669215708188
C5H8,MES,Agricultural Waste Burning,0.0001497806516599971
C5H8,LAM,Agricultural Waste Burning,0.004626563163865168
C5H8,REA,Agricultural Waste Burning,0.004098975680246474
C5H8,KOR,Agricultural Waste Burning,9.973799931668554e-05
C5H8,IDZ,Agricultural Waste Burning,0.0013516497100353774
C10H16,USA,Agricultural Waste Burning,3.094773103781446e-05
C10H16,CAN,Agricultural Waste Burning,1.4200242966886634e-05
C10H16,MEX,Agricultural Waste Burning,1.7316944709381678e-05
C10H16,JPN,Agricultural Waste Burning,3.049353985366495e-06
C10H16,ANZ,Agricultural Waste Burning,1.9878835639529414e-05
C10H16,EUR,Agricultural Waste Burning,2.6085284398683828e-05
C10H16,ROE,Agricultural Waste Burning,0.00010217147504616414
C10H16,RUS,Agricultural Waste Burning,0.00033130512260120474
C10H16,ASI,Agricultural Waste Burning,3.510008954974407e-05
C10H16,CHN,Agricultural Waste Burning,0.00015562449639787703
C10H16,IND,Agricultural Waste Burning,4.044989007373326e-05
C10H16,BRA,Agricultural Waste Burning,6.207784366599355e-05
C10H16,AFR,Agricultural Waste Burning,0.0003803512087446109
C10H16,MES,Agricultural Waste Burning,1.9707980475183025e-06
C10H16,LAM,Agricultural Waste Burning,6.0875830484578834e-05
C10H16,REA,Agricultural Waste Burning,5.393389010132174e-05
C10H16,KOR,Agricultural Waste Burning,1.312342077124695e-06
C10H16,IDZ,Agricultural Waste Burning,1.7784864421748744e-05
CH3OH,USA,Agricultural Waste Burning,0.020363607204088932
CH3OH,CAN,Agricultural Waste Burning,0.009343759990776739
CH3OH,MEX,Agricultural Waste Burning,0.011394549743175518
CH3OH,JPN,Agricultural Waste Burning,0.002006474947065842
CH3OH,ANZ,Agricultural Waste Burning,0.013080273929999527
CH3OH,EUR,Agricultural Waste Burning,0.017164117302655726
CH3OH,ROE,Agricultural Waste Burning,0.06722883129320086
CH3OH,RUS,Agricultural Waste Burning,0.21799877316744581
CH3OH,ASI,Agricultural Waste Burning,0.02309585917335404
CH3OH,CHN,Agricultural Waste Burning,0.10240091977476527
CH3OH,IND,Agricultural Waste Burning,0.02661602792076063
CH3OH,BRA,Agricultural Waste Burning,0.04084722148561121
CH3OH,AFR,Agricultural Waste Burning,0.25027109801370945
CH3OH,MES,Agricultural Waste Burning,0.0012967851144341127
CH3OH,LAM,Agricultural Waste Burning,0.040056296953972975
CH3OH,REA,Agricultural Waste Burning,0.03548850008028106
CH3OH,KOR,Agricultural Waste Burning,0.000863521089921594
CH3OH,IDZ,Agricultural Waste Burning,0.011702440891170163
CH3COOH,USA,Agricultural Waste Burning,0.03459956500102099
CH3COOH,CAN,Agricultural Waste Burning,0.015875872410493846
CH3COOH,MEX,Agricultural Waste Burning,0.01936034512343086
CH3COOH,JPN,Agricultural Waste Burning,0.0034091779334170205
CH3COOH,ANZ,Agricultural Waste Burning,0.02222453932114061
CH3COOH,EUR,Agricultural Waste Burning,0.029163349404132823
CH3COOH,ROE,Agricultural Waste Burning,0.11422771476445837
CH3COOH,RUS,Agricultural Waste Burning,0.37039914499042653
CH3COOH,ASI,Agricultural Waste Burning,0.0392419020510128
CH3COOH,CHN,Agricultural Waste Burning,0.17398819580621924
CH3COOH,IND,Agricultural Waste Burning,0.045222979324593
CH3COOH,BRA,Agricultural Waste Burning,0.06940303252844662
CH3COOH,AFR,Agricultural Waste Burning,0.4252326724014347
CH3COOH,MES,Agricultural Waste Burning,0.0022033522914324402
CH3COOH,LAM,Agricultural Waste Burning,0.06805918200084421
CH3COOH,REA,Agricultural Waste Burning,0.06029809215018371
CH3COOH,KOR,Agricultural Waste Burning,0.0014671985066020523
CH3COOH,IDZ,Agricultural Waste Burning,0.0198834793980195
C3H6O,USA,Agricultural Waste Burning,0.0027852957822808297
C3H6O,CAN,Agricultural Waste Burning,0.0012780218649362832
C3H6O,MEX,Agricultural Waste Burning,0.0015585250190420404
C3H6O,JPN,Agricultural Waste Burning,0.00027444185692520484
C3H6O,ANZ,Agricultural Waste Burning,0.0017890951947190216
C3H6O,EUR,Agricultural Waste Burning,0.0023476755890186126
C3H6O,ROE,Agricultural Waste Burning,0.009195432723780256
C3H6O,RUS,Agricultural Waste Burning,0.029817460884327327
C3H6O,ASI,Agricultural Waste Burning,0.003159008041737385
C3H6O,CHN,Agricultural Waste Burning,0.014006204647891441
C3H6O,IND,Agricultural Waste Burning,0.003640490071181174
C3H6O,BRA,Agricultural Waste Burning,0.005587005907111555
C3H6O,AFR,Agricultural Waste Burning,0.034231608675824206
C3H6O,MES,Agricultural Waste Burning,0.00017737182248195503
C3H6O,LAM,Agricultural Waste Burning,0.005478824720044707
C3H6O,REA,Agricultural Waste Burning,0.004854050074044727
C3H6O,KOR,Agricultural Waste Burning,0.00011811078509779719
C3H6O,IDZ,Agricultural Waste Burning,0.0016006377926881276
