MODEL,SCENARIO,REGION,VARIABLE,UNIT,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|CO|Transportation Sector,Mt CO/yr,35.76694491,33.83153023,24.85391726,23.7580378,21.23871414,19.06832768,16.75774727,14.28008714,11.76109441,9.569073581
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|CO|Waste,Mt CO/yr,1.228085769,1.217997686,1.200281805,1.184219129,1.169513857,1.156559337,1.144531655,1.134481109,1.125398814,1.094326785
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3,Mt NH3/yr,11.26128547,11.59413232,12.13751865,12.49344535,12.75004143,12.86649394,12.80915435,12.73107948,12.53247694,12.29038733
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Agricultural Waste Burning,Mt NH3/yr,0.046044074,0.048369106,0.053017751,0.057447455,0.061824554,0.065762944,0.06919014,0.072898848,0.076449489,0.079966387
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Agriculture,Mt NH3/yr,9.865894492,10.15972538,10.66112232,11.02143182,11.29473284,11.4533652,11.50662565,11.48135127,11.32747911,11.13677676
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Energy Sector,Mt NH3/yr,0.054188852,0.057962694,0.062470147,0.063719161,0.065259059,0.065811884,0.065332717,0.065423432,0.063990615,0.062895787
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Forest Burning,Mt NH3/yr,0.329117806,0.311525898,0.283273574,0.260541361,0.24022367,0.220422769,0.202273468,0.185596647,0.170129895,0.155791039
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Grassland Burning,Mt NH3/yr,0.111198921,0.122127944,0.144382167,0.167610912,0.191496861,0.215236999,0.239683118,0.265313572,0.292292304,0.319817948
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Industrial Sector,Mt NH3/yr,0.16188752,0.170304667,0.178333611,0.178214257,0.175526168,0.173439739,0.168958517,0.163245343,0.162291627,0.160753414
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Peat Burning,Mt NH3/yr,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Residential Commercial Other,Mt NH3/yr,0.149346094,0.160139264,0.170439554,0.170068233,0.159652586,0.139263909,0.119449259,0.098960326,0.080927429,0.066926878
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Solvents,Mt NH3/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Transportation Sector,Mt NH3/yr,0.215493196,0.237751191,0.266656003,0.283445888,0.280994368,0.26347022,0.239235396,0.208799505,0.179883193,0.151075197
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NH3|Waste,Mt NH3/yr,0.296199075,0.29431074,0.285908084,0.259050823,0.248415885,0.237804842,0.166490643,0.157575102,0.147117834,0.124468479
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx,Mt NOx/yr,25.27251556,22.54610286,13.91062464,12.38813941,10.66182027,9.956540355,9.2381982,8.444228194,7.810586648,7.225312748
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Agricultural Waste Burning,Mt NOx/yr,0.076939087,0.082161368,0.092088637,0.100867722,0.108781852,0.115505958,0.120866906,0.1251798,0.128786404,0.131437952
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Agriculture,Mt NOx/yr,0.460773589,0.464166,0.466546093,0.462036552,0.452377761,0.437083761,0.418269255,0.397811257,0.370672692,0.344556302
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Energy Sector,Mt NOx/yr,5.960976454,5.29921501,3.356998386,2.955180938,2.612188289,2.437943066,2.28174523,2.084648306,1.891227828,1.713749959
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Forest Burning,Mt NOx/yr,0.197705192,0.195768734,0.193323785,0.191688792,0.189486809,0.185404598,0.180951497,0.175976764,0.170492483,0.164523589
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Grassland Burning,Mt NOx/yr,0.796758279,0.782658189,0.758803265,0.740331273,0.723058314,0.704706016,0.688192323,0.673502384,0.660728774,0.647774952
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Industrial Sector,Mt NOx/yr,3.551972776,3.389116496,2.724995813,2.1461832,1.53983366,1.420325709,1.280980452,1.126221922,0.972370843,0.823045472
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Peat Burning,Mt NOx/yr,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Residential Commercial Other,Mt NOx/yr,2.267709723,1.986912955,0.991185799,0.874081333,0.718425125,0.632647553,0.542622109,0.453193313,0.377615632,0.30948707
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Solvents,Mt NOx/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Transportation Sector,Mt NOx/yr,11.83612037,10.22254116,5.203120671,4.79413201,4.194279091,3.89994567,3.603688199,3.287289133,3.118703618,2.971220851
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|NOx|Waste,Mt NOx/yr,0.112143152,0.112146011,0.112145259,0.11222065,0.11197243,0.111561085,0.109465292,0.108988378,0.108571437,0.108099665
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC,Mt OC/yr,3.513823041,3.25623359,2.706415246,2.372342112,2.059850019,1.899477118,1.756728068,1.628617281,1.514081525,1.409635393
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Agricultural Waste Burning,Mt OC/yr,0.066245081,0.07018301,0.077068793,0.082809522,0.087613048,0.09147546,0.094345979,0.09621004,0.097754782,0.099191248
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Agriculture,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Energy Sector,Mt OC/yr,0.217226503,0.209371029,0.169628461,0.132158303,0.087197846,0.077849764,0.068183977,0.059181649,0.048898533,0.038025256
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Forest Burning,Mt OC/yr,1.433018409,1.334220313,1.17233667,1.040632629,0.925906483,0.819456912,0.725606954,0.641966263,0.567500832,0.500813276
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Grassland Burning,Mt OC/yr,0.540071019,0.540275311,0.54192093,0.545529891,0.548643352,0.549372988,0.550170433,0.551376382,0.552956462,0.553347767
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Industrial Sector,Mt OC/yr,0.085890394,0.073716578,0.041202186,0.026653649,0.0127321,0.011448265,0.010413438,0.009724986,0.009102011,0.008419127
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Peat Burning,Mt OC/yr,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Residential Commercial Other,Mt OC/yr,0.85085864,0.713882026,0.421957552,0.270204856,0.136966514,0.113381643,0.091948755,0.072626817,0.057100847,0.044035002
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Solvents,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Transportation Sector,Mt OC/yr,0.139678324,0.135379162,0.108840168,0.106097454,0.097570319,0.081653982,0.065825306,0.050576291,0.037003112,0.025008913
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|OC|Waste,Mt OC/yr,0.066612194,0.064983684,0.059238008,0.054033331,0.04899788,0.040615626,0.036010749,0.032732376,0.029542469,0.026572328
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur,Mt SO2/yr,13.72839499,12.18445264,7.577456496,6.244846795,4.845096305,4.534824415,4.240128091,3.907051644,3.571735524,3.286313509
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Agricultural Waste Burning,Mt SO2/yr,0.010878993,0.011534773,0.01304035,0.014448369,0.01564318,0.016714959,0.017544859,0.018365321,0.018830659,0.019396094
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Agriculture,Mt SO2/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Energy Sector,Mt SO2/yr,8.253181551,7.042218384,3.467813977,2.862934562,2.250446739,2.174379156,2.109650736,2.016175847,1.922183138,1.858517725
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Forest Burning,Mt SO2/yr,0.162248866,0.151993452,0.135294734,0.121743873,0.109887368,0.098734123,0.088804747,0.079834556,0.071618744,0.064356837
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Grassland Burning,Mt SO2/yr,0.098223287,0.097145446,0.095442687,0.094213603,0.093110898,0.091922298,0.090731964,0.089778364,0.089051669,0.088150222
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Industrial Sector,Mt SO2/yr,3.808591319,3.586090427,2.842371348,2.206083638,1.512504486,1.335596942,1.153019891,0.956231474,0.762023782,0.577015012
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Peat Burning,Mt SO2/yr,0.012700578,0.012700578,0.012700578,0.012700578,0.012700578,0.012700578,0.012700578,0.012700578,0.012700578,0.012700578
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Residential Commercial Other,Mt SO2/yr,0.966043519,0.858116419,0.612075104,0.474345197,0.344381599,0.270009479,0.209798992,0.160304491,0.123173367,0.092891234
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Solvents,Mt SO2/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Transportation Sector,Mt SO2/yr,0.395829852,0.403680068,0.378122584,0.438481298,0.486850182,0.515505305,0.539400685,0.555523877,0.554231349,0.555573583
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|Sulfur|Waste,Mt SO2/yr,0.02069702,0.020973088,0.020595135,0.019895677,0.019571275,0.019261575,0.018475639,0.018137137,0.017922237,0.017712223
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC,Mt VOC/yr,28.57217729,27.22238529,23.00979994,22.15693781,21.08892793,18.43922313,15.68549531,12.82508649,9.916271803,7.100181218
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Agricultural Waste Burning,Mt VOC/yr,0.494350224,0.489241782,0.477513934,0.459985292,0.441680644,0.42050792,0.398407841,0.376380059,0.35554736,0.335233024
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Agriculture,Mt VOC/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Energy Sector,Mt VOC/yr,5.401900857,5.332502733,5.004280033,5.17398991,5.332328833,4.504181406,3.588067457,2.58579055,1.507458262,0.412521798
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Forest Burning,Mt VOC/yr,3.773414734,3.508768833,3.076032616,2.724018514,2.416036687,2.130715532,1.878346353,1.653963788,1.453894088,1.275387284
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Grassland Burning,Mt VOC/yr,2.385223367,2.344731193,2.276215619,2.223290067,2.174254528,2.1215291,2.074165543,2.032765972,1.997206136,1.960960767
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Industrial Sector,Mt VOC/yr,1.529296758,1.550641867,1.526048777,1.550734365,1.5560258,1.415478704,1.254303122,1.068310525,0.853268619,0.643608611
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Peat Burning,Mt VOC/yr,0.355570589,0.355570589,0.355570589,0.355570589,0.355570589,0.355570589,0.355570589,0.355570589,0.355570589,0.355570589
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Residential Commercial Other,Mt VOC/yr,3.187241713,2.830461685,1.715298802,1.462954112,1.158379961,0.9773864,0.796884408,0.621249642,0.471496634,0.347776751
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Solvents,Mt VOC/yr,6.833485252,6.582269898,5.824396442,5.609999593,5.342004183,4.450243554,3.524977279,2.568143486,1.607191021,0.664540947
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Transportation Sector,Mt VOC/yr,4.054242034,3.675171599,2.222282311,2.094233573,1.843971101,1.629294269,1.414187827,1.195477836,0.983597852,0.806134067
AIM/CGE,SSP3-LowNTCF,R5.2OECD,CMIP6 Emissions|VOC|Waste,Mt VOC/yr,0.557451762,0.553025112,0.532160819,0.502161791,0.468675606,0.434315657,0.400584886,0.367434039,0.331041241,0.29844738
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC,Mt BC/yr,0.422381612,0.405878908,0.361945579,0.316040138,0.266333031,0.239261297,0.211931977,0.185527673,0.158971464,0.131019209
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Agricultural Waste Burning,Mt BC/yr,0.052717023,0.050447864,0.046046727,0.0418285,0.038121818,0.034246546,0.030554182,0.027304773,0.024429727,0.021431818
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Agriculture,Mt BC/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Energy Sector,Mt BC/yr,0.099995462,0.095435434,0.084686734,0.083709579,0.080778115,0.068726542,0.056023531,0.042017649,0.027034611,0.010097264
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Forest Burning,Mt BC/yr,0.097721574,0.09473844,0.089151417,0.083804326,0.078515109,0.073158257,0.067925494,0.063025096,0.058419138,0.054151074
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Grassland Burning,Mt BC/yr,0.01104231,0.012578141,0.015515448,0.018165742,0.020590269,0.022624306,0.024420512,0.025939213,0.027308018,0.028423448
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Industrial Sector,Mt BC/yr,0.015314328,0.014916548,0.012905538,0.006271379,5.69E-04,4.37E-04,3.14E-04,2.00E-04,1.00E-04,1.00E-04
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Peat Burning,Mt BC/yr,0.002642868,0.002642868,0.002642868,0.002642868,0.002642868,0.002642868,0.002642868,0.002642868,0.002642868,0.002642868
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Residential Commercial Other,Mt BC/yr,0.057707175,0.052139809,0.038188937,0.024341943,0.01053924,0.008213726,0.006488858,0.0051,0.0038,0.0026
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Solvents,Mt BC/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Transportation Sector,Mt BC/yr,0.052417746,0.051287164,0.042096604,0.028105106,0.011833221,0.00951783,0.007607132,0.0059,0.0042,0.0027
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|BC|Waste,Mt BC/yr,0.032823126,0.03169264,0.030711305,0.027170695,0.02274366,0.019694566,0.015955653,0.013398074,0.011037102,0.008872736
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4,Mt CH4/yr,38.73837579,40.01480407,15.50979365,10.09148496,8.280864888,7.772727586,6.825278177,6.836708987,6.658125738,6.774810567
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Agricultural Waste Burning,Mt CH4/yr,0.423629613,0.420615666,0.286360487,0.192441567,0.141585641,0.12527304,0.104694628,0.095097195,0.08448331,0.076000274
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Agriculture,Mt CH4/yr,4.957631444,5.263479253,4.494211983,3.936782147,3.628941349,3.685745295,3.633637383,3.8131,3.8479,3.9676
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Energy Sector,Mt CH4/yr,26.99370134,27.76408601,7.748649222,4.322451201,3.388351032,2.956301027,2.253610522,2.1288,1.9547,1.9479
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Forest Burning,Mt CH4/yr,1.165503115,1.135064103,0.54092321,0.226470136,0.111386782,0.091275412,0.065060287,0.057459575,0.049196463,0.04557073
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Grassland Burning,Mt CH4/yr,0.064418683,0.085883933,0.064837055,0.03828402,0.02496225,0.026036545,0.023051003,0.024744752,0.0254385,0.027932098
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Industrial Sector,Mt CH4/yr,0.070985618,0.074250181,0.042418354,0.037713545,0.033924253,0.031144182,0.028622091,0.0273,0.0283,0.0295
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Peat Burning,Mt CH4/yr,0.040007465,0.040007465,0.040007465,0.040007465,0.040007465,0.040007465,0.040007465,0.040007465,0.040007465,0.040007465
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Residential Commercial Other,Mt CH4/yr,0.2492499,0.251739949,0.248436513,0.23725174,0.216802838,0.197633125,0.18320198,0.1706,0.1729,0.1761
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Solvents,Mt CH4/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Transportation Sector,Mt CH4/yr,0.033325909,0.039029506,0.048161983,0.053735055,0.054911358,0.054872416,0.055404808,0.056,0.054,0.0525
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CH4|Waste,Mt CH4/yr,4.739922701,4.940647995,1.995787382,1.006348081,0.63999192,0.564439079,0.437988011,0.4236,0.4012,0.4117
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO,Mt CO/yr,50.02569345,49.17386351,45.75224285,41.97031322,37.36119519,34.96357282,32.64693019,30.42509673,28.34587834,26.30212356
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO2,Mt CO2/yr,2304.401914,2556.479143,3042.868879,3453.624644,3651.182884,3827.426893,4056.04026,4345.5054,4503.1113,4669.0309
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO2|Energy Sector,Mt CO2/yr,1361.913379,1484.735872,1754.959802,2027.223172,2202.648162,2355.251637,2537.48107,2768.321,2907.8908,3059.8316
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO2|Industrial Sector,Mt CO2/yr,463.7927506,519.2063015,625.2971491,702.5067716,721.8787704,754.6115201,801.054181,859.3642,891.987,918.9642
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO2|Residential Commercial Other,Mt CO2/yr,244.9351478,272.9506959,303.1568635,306.4809258,283.8034915,258.8603136,238.439462,219.3507,217.4088,216.3083
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO2|Solvents,Mt CO2/yr,3.582094894,3.944953093,4.634726546,5.230915038,5.64430285,6.033797542,6.613008803,7.226,7.6866,8.1469
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO2|Transportation Sector,Mt CO2/yr,223.0204389,268.4830178,348.1663035,406.4918932,432.8014474,449.6389116,470.889562,491.24,478.1345,465.7762
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO2|Waste,Mt CO2/yr,7.158102553,7.158302553,6.654033784,5.690966132,4.406709264,3.030712619,1.562976198,0.0035,0.0036,0.0037
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Agricultural Waste Burning,Mt CO/yr,7.788006799,7.468983459,6.844186198,6.231764275,5.660754569,5.111194827,4.595956581,4.134556682,3.703942409,3.289980899
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Agriculture,Mt CO/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Energy Sector,Mt CO/yr,2.29496206,2.066585248,1.53581033,1.300613413,1.002563492,0.839311896,0.680660363,0.5282,0.4467,0.3403
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Forest Burning,Mt CO/yr,24.05582114,23.33178512,21.99065845,20.67810221,19.40107233,18.08580116,16.80884851,15.60760554,14.48017949,13.423474
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Grassland Burning,Mt CO/yr,1.791379332,2.110222738,2.715036041,3.26723431,3.767527824,4.198663288,4.572264184,4.899529594,5.18397756,5.428732534
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Industrial Sector,Mt CO/yr,3.03072847,3.17484901,3.420258472,3.154722704,2.649036609,2.199077121,1.75473075,1.287830778,0.808541497,0.31676177
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Peat Burning,Mt CO/yr,0.732735811,0.732735811,0.732735811,0.732735811,0.732735811,0.732735811,0.732735811,0.732735811,0.732735811,0.732735811
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Residential Commercial Other,Mt CO/yr,1.456992035,1.49005038,1.202362049,0.821023419,0.303004759,0.284095034,0.271428662,0.258447877,0.243311114,0.228848094
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Solvents,Mt CO/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Transportation Sector,Mt CO/yr,6.956177346,6.879761291,5.392305045,3.865226634,1.925609346,1.593803228,1.31141488,1.0573,0.8276,0.6224
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|CO|Waste,Mt CO/yr,1.918890453,1.918890453,1.918890453,1.918890453,1.918890453,1.918890453,1.918890453,1.918890453,1.918890453,1.918890453
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3,Mt NH3/yr,2.539443354,2.594125269,2.700323966,2.79366051,2.879519157,2.950825244,3.018442054,3.096811053,3.143991463,3.190307609
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Agricultural Waste Burning,Mt NH3/yr,0.158954701,0.155223052,0.148095653,0.140575089,0.132168195,0.123900617,0.114825343,0.106561183,0.097746593,0.088678154
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Agriculture,Mt NH3/yr,1.500325505,1.530680998,1.594080559,1.656174389,1.72346276,1.785266557,1.845466825,1.9175,1.9563,1.9948
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Energy Sector,Mt NH3/yr,0.008360936,0.00873814,0.00961824,0.010435476,0.010686934,0.010309748,0.009932562,0.00961824,0.009241054,0.008801004
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Forest Burning,Mt NH3/yr,0.497676557,0.500455121,0.503719505,0.502120416,0.49641534,0.485069828,0.470512692,0.454264187,0.436777112,0.418400287
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Grassland Burning,Mt NH3/yr,0.019374291,0.035397144,0.068081443,0.101427125,0.135306634,0.168831748,0.202164714,0.2354961,0.268840869,0.302242329
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Industrial Sector,Mt NH3/yr,0.042029993,0.044354664,0.047785898,0.048979601,0.047571791,0.045633251,0.044311336,0.0426,0.0453,0.048
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Peat Burning,Mt NH3/yr,0.014175593,0.014175593,0.014175593,0.014175593,0.014175593,0.014175593,0.014175593,0.014175593,0.014175593,0.014175593
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Residential Commercial Other,Mt NH3/yr,0.020817376,0.025443446,0.032768074,0.037008648,0.037779662,0.037008648,0.037394155,0.037779662,0.037394155,0.037394155
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Solvents,Mt NH3/yr,0,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Transportation Sector,Mt NH3/yr,0.014512317,0.016441025,0.018782914,0.019548087,0.018736161,0.017413166,0.016442747,0.0156,0.015,0.0146
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NH3|Waste,Mt NH3/yr,0.263216086,0.263216087,0.263216087,0.263216087,0.263216087,0.263216087,0.263216087,0.263216087,0.263216087,0.263216087
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NOx,Mt NOx/yr,6.80570653,6.37524935,5.082185493,4.090162533,2.885320119,2.774936204,2.682911269,2.606183073,2.539114598,2.468791526
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NOx|Agricultural Waste Burning,Mt NOx/yr,0.222260169,0.213216861,0.196248639,0.179093203,0.163462292,0.14823086,0.133905036,0.121287627,0.109350257,0.098044588
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NOx|Agriculture,Mt NOx/yr,0.612566277,0.605258469,0.588063626,0.568719427,0.550664842,0.53347,0.519284254,0.508537477,0.499940056,0.490912764
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NOx|Energy Sector,Mt NOx/yr,2.894068934,2.397793331,1.380525535,1.011870129,0.638431853,0.56914885,0.514340124,0.4718,0.4439,0.4192
AIM/CGE,SSP3-LowNTCF,R5.2REF,CMIP6 Emissions|NOx|Forest Burning,Mt NOx/yr,0.206942203,0.231560443,0.27388992,0.306971543,0.331914084,0.348195114,0.35777719,0.36241077,0.362829855,0.359851907
