MODEL,SCENARIO,REGION,VARIABLE,UNIT,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|NOx|Grassland Burning,Mt NOx/yr,7.67187943,7.439014143,7.032444765,6.575296257,6.079814066,5.595753432,5.125683876,4.680011452,4.212583163,3.788449135
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|NOx|Industrial Sector,Mt NOx/yr,1.513896435,1.813452239,2.138230534,2.187891599,2.349513142,2.617653795,2.837196972,2.5907064,2.1471402,1.7673186
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|NOx|Peat Burning,Mt NOx/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|NOx|Residential Commercial Other,Mt NOx/yr,0.990750118,1.111467412,1.266688737,1.422913655,1.522784567,1.46775653,1.128612402,0.809719542,0.503322,0.4849095
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|NOx|Solvents,Mt NOx/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|NOx|Transportation Sector,Mt NOx/yr,4.756336746,4.23870498,4.200871548,4.165224405,3.664811944,2.991614333,2.265388966,1.9416023,1.8146479,1.7044109
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|NOx|Waste,Mt NOx/yr,0.955149455,0.962229369,0.898186367,0.767468527,0.648057164,0.481164019,0.383228816,0.32047561,0.264647132,0.207120992
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC,Mt OC/yr,10.78824105,10.85912385,10.88487671,10.76671742,10.26068876,9.294012525,7.887417311,6.465798643,5.106065679,4.794514284
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Agricultural Waste Burning,Mt OC/yr,0.334448297,0.332960895,0.323093601,0.312750791,0.306008142,0.293744916,0.279793347,0.262974512,0.247301421,0.225572555
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Agriculture,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Energy Sector,Mt OC/yr,0.034228906,0.023828184,0.014142085,0.010779615,0.010156944,0.011011827,0.011458467,0.010494375,0.007134865,0.004918179
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Forest Burning,Mt OC/yr,0.504431986,0.487457924,0.45985213,0.439100426,0.422897193,0.410326621,0.397778404,0.384509305,0.373340775,0.366610368
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Grassland Burning,Mt OC/yr,5.220240307,5.14514012,5.027105216,4.860311863,4.649523816,4.429819006,4.202809113,3.977041191,3.712829655,3.465189318
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Industrial Sector,Mt OC/yr,0.176789002,0.175035189,0.157688947,0.152698162,0.155503611,0.163144344,0.171630899,0.160448144,0.149067265,0.142654747
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Peat Burning,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Residential Commercial Other,Mt OC/yr,3.692191242,3.915016924,4.197169372,4.370789102,4.180531362,3.575112776,2.497607113,1.395284423,0.378550786,0.397331754
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Solvents,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Transportation Sector,Mt OC/yr,0.150714429,0.099477469,0.070891382,0.077765422,0.077945838,0.070722398,0.055440967,0.048496375,0.050762465,0.045820584
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|OC|Waste,Mt OC/yr,0.67519688,0.680207143,0.634933978,0.542522044,0.458121854,0.340130636,0.270899,0.226550319,0.187078448,0.14641678
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur,Mt SO2/yr,15.38102559,14.1734523,13.31989507,11.7122601,10.05951842,9.762666867,8.726435915,8.101991011,6.8492031,5.764326681
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Agricultural Waste Burning,Mt SO2/yr,0.059594823,0.059880764,0.059234645,0.058521602,0.058516822,0.057509667,0.056189799,0.054307057,0.052675825,0.049752107
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Agriculture,Mt SO2/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Energy Sector,Mt SO2/yr,8.593032824,8.210457729,6.626338396,4.367960106,2.518718849,2.522291879,2.089454107,1.56632169,1.049534763,0.651119853
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Forest Burning,Mt SO2/yr,0.050422095,0.051011385,0.052422466,0.054149269,0.05608254,0.058222949,0.060123927,0.061665337,0.063312059,0.065549997
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Grassland Burning,Mt SO2/yr,0.94676113,0.924113028,0.885527183,0.839637628,0.787667699,0.735853376,0.684500311,0.634990011,0.580901597,0.531170233
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Industrial Sector,Mt SO2/yr,4.360843849,4.033543666,5.023232836,5.72221918,6.008331816,5.833614513,5.390726736,5.379363477,4.731915893,4.128462679
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Peat Burning,Mt SO2/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Residential Commercial Other,Mt SO2/yr,0.542732752,0.415194564,0.261927,0.278365979,0.286578071,0.280800674,0.243500364,0.202792334,0.154793878,0.1346208
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Solvents,Mt SO2/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Transportation Sector,Mt SO2/yr,0.744359533,0.395354306,0.332900538,0.324490891,0.287120212,0.232423393,0.16852682,0.174610486,0.192995134,0.185591921
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|Sulfur|Waste,Mt SO2/yr,0.083278583,0.083896855,0.078312003,0.066915449,0.056502414,0.041950417,0.033413851,0.027940619,0.023073951,0.018059092
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC,Mt VOC/yr,70.82558554,69.98565127,70.41205103,69.31797755,64.2330058,60.63672155,53.81205634,46.15132061,38.4139744,35.67392715
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Agricultural Waste Burning,Mt VOC/yr,1.914249844,1.893539118,1.812889143,1.729347431,1.665015174,1.569860355,1.465404732,1.345874756,1.232107537,1.088447669
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Agriculture,Mt VOC/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Energy Sector,Mt VOC/yr,26.78135856,26.5850953,25.69538515,23.69375702,20.99042217,21.7023633,21.04675998,19.71957224,18.12836064,17.04367164
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Forest Burning,Mt VOC/yr,1.936099782,1.870941325,1.764970763,1.685311044,1.623111576,1.574856827,1.526687896,1.475751706,1.432878987,1.407042926
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Grassland Burning,Mt VOC/yr,23.47260581,22.85292011,21.78549933,20.5472652,19.17147941,17.81176411,16.47581417,15.19701642,13.82393389,12.56856727
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Industrial Sector,Mt VOC/yr,1.003737278,1.033002358,1.042450425,1.029924953,1.090411671,1.215701177,1.41111946,1.30983513,1.124303125,0.988930995
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Peat Burning,Mt VOC/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Residential Commercial Other,Mt VOC/yr,9.298278759,10.85085597,13.92745641,16.34917817,15.76705653,13.48756416,9.204265267,4.660971643,0.330169904,0.325773073
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Solvents,Mt VOC/yr,0.20138205,0.205260621,0.210461543,0.226007119,0.242322661,0.257220763,0.268479589,0.27825444,0.28836491,0.298892068
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Transportation Sector,Mt VOC/yr,4.648284631,3.112052624,2.696779729,2.798600504,2.622257,2.229737406,1.785847607,1.639403114,1.620686501,1.613298882
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,CMIP6 Emissions|VOC|Waste,Mt VOC/yr,1.569588834,1.581983849,1.476158535,1.258586104,1.0609296,0.787653461,0.627677642,0.52464116,0.433168909,0.339302635
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC,Mt BC/yr,0.78002061,0.578564513,0.442832087,0.386342189,0.345157601,0.316040221,0.286115469,0.262264213,0.234457571,0.215435523
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Agricultural Waste Burning,Mt BC/yr,0.016749295,0.016702062,0.016185528,0.015530704,0.014924596,0.014261119,0.01355579,0.012897294,0.012365176,0.011899506
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Agriculture,Mt BC/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Energy Sector,Mt BC/yr,0.069532025,0.047028336,0.030213614,0.02349449,0.02278056,0.023181911,0.024040594,0.025569267,0.017542322,0.013283781
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Forest Burning,Mt BC/yr,0.075099096,0.07289043,0.06886414,0.065091547,0.061507798,0.058144536,0.054998522,0.052183543,0.049725995,0.047887112
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Grassland Burning,Mt BC/yr,0.076909155,0.076904791,0.077357753,0.077568797,0.077519877,0.077292487,0.076699498,0.075361578,0.073406533,0.070854461
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Industrial Sector,Mt BC/yr,0.094623798,0.085129109,0.066444952,0.04955135,0.035800575,0.030664641,0.024669417,0.017335679,0.009955423,0.004816467
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Peat Burning,Mt BC/yr,0.005603814,0.005603814,0.005603814,0.005603814,0.005603814,0.005603814,0.005603814,0.005603814,0.005603814,0.005603814
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Residential Commercial Other,Mt BC/yr,0.200885873,0.141258422,0.108567285,0.087228486,0.076807908,0.0715736,0.065144227,0.059259794,0.056852056,0.054599294
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Solvents,Mt BC/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Transportation Sector,Mt BC/yr,0.22993685,0.12349596,0.062889721,0.057632914,0.046913974,0.033020566,0.019805701,0.012946399,0.00820589,0.00591311
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|BC|Waste,Mt BC/yr,0.010680704,0.00955159,0.006705279,0.004640087,0.003298499,0.002297548,0.001597906,0.001106845,8.00E-04,5.78E-04
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4,Mt CH4/yr,65.95880388,62.69320796,57.36450762,48.13652296,44.17909451,43.18740698,45.14152319,48.12601182,51.87237684,56.13707572
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Agricultural Waste Burning,Mt CH4/yr,0.126886138,0.125821897,0.12063269,0.11455798,0.108977764,0.103081265,0.097009778,0.091273503,0.086126673,0.081413483
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Agriculture,Mt CH4/yr,26.5404535,26.68179797,28.30940778,28.9870489,28.38169137,27.60573702,26.3763363,25.34707909,24.33848431,22.82825847
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Energy Sector,Mt CH4/yr,19.87307704,17.09708897,14.14988755,12.37317113,11.79388156,11.85941371,15.33949249,19.66923763,24.75289014,30.77883613
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Forest Burning,Mt CH4/yr,0.913088993,0.888237805,0.842622302,0.799305562,0.757582262,0.717936929,0.680398077,0.646124538,0.615527815,0.591346727
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Grassland Burning,Mt CH4/yr,0.410473387,0.414788732,0.425248367,0.433671385,0.439827006,0.444309632,0.446208351,0.443511408,0.436923056,0.426551854
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Industrial Sector,Mt CH4/yr,0.207296472,0.208781394,0.231203117,0.233660605,0.21886056,0.201722951,0.19072263,0.158169155,0.111307229,0.080252931
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Peat Burning,Mt CH4/yr,0.094229561,0.094229561,0.094229561,0.094229561,0.094229561,0.094229561,0.094229561,0.094229561,0.094229561,0.094229561
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Residential Commercial Other,Mt CH4/yr,1.167846199,0.588629671,0.482321047,0.471293508,0.440989779,0.417531349,0.388870063,0.3585278,0.3463167,0.334748
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Solvents,Mt CH4/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Transportation Sector,Mt CH4/yr,0.174859009,0.187031845,0.205908202,0.21912311,0.210662466,0.168308174,0.111794018,0.072966834,0.032218561,0.011846159
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CH4|Waste,Mt CH4/yr,16.45059357,16.40680012,12.503047,4.41046122,1.732392181,1.575136379,1.416461919,1.2448923,1.0583528,0.9095924
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO,Mt CO/yr,114.3858903,103.9429496,98.66029383,85.82527278,79.97555525,72.33369948,62.34181908,55.71708477,48.18749527,42.79054337
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO2,Mt CO2/yr,11103.86901,10931.86743,10738.94932,10882.02141,11103.83612,10320.1454,8979.611601,7517.135596,4908.969759,3189.378703
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO2|Energy Sector,Mt CO2/yr,4731.650249,4291.074903,3752.158197,3904.455934,4353.495629,4238.593079,3697.406366,2584.765298,894.3356571,356.8907427
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO2|Industrial Sector,Mt CO2/yr,1782.529983,1819.379104,1915.408016,1936.236924,1933.146178,1972.461636,2013.181761,1960.648023,1684.654881,1172.556688
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO2|Residential Commercial Other,Mt CO2/yr,1551.880817,1575.861722,1473.709477,1162.220015,1075.162929,1129.502057,1125.051512,1049.814488,862.5063918,599.5330634
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO2|Solvents,Mt CO2/yr,17.60909698,17.60909697,17.60909697,17.60909697,17.60909697,17.60909697,17.60909697,17.60909697,17.60909697,17.60909697
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO2|Transportation Sector,Mt CO2/yr,3009.833651,3217.577386,3569.699314,3851.134228,3714.05707,2951.614319,2115.997649,1893.933474,1439.498516,1032.423897
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO2|Waste,Mt CO2/yr,10.36521553,10.36521559,10.36521559,10.36521559,10.36521559,10.36521559,10.36521559,10.36521559,10.36521559,10.36521559
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Agricultural Waste Burning,Mt CO/yr,2.350259301,2.339205137,2.257937889,2.158180942,2.065958496,1.96657395,1.862160537,1.76497961,1.685862202,1.616308695
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Agriculture,Mt CO/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Energy Sector,Mt CO/yr,4.468383594,4.134845464,4.115433162,4.156093525,4.083204026,3.622843749,3.065576136,2.353914081,1.509432667,1.23847284
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Forest Burning,Mt CO/yr,18.52206372,17.91675826,16.80991444,15.77378482,14.7906453,13.86703458,13.00086632,12.2106986,11.50046523,10.91190728
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Grassland Burning,Mt CO/yr,13.05023997,12.95912026,12.86685567,12.75005229,12.60372418,12.4411848,12.23279436,11.92069943,11.52680442,11.05488817
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Industrial Sector,Mt CO/yr,9.786251702,10.58050795,11.45395987,11.89997636,11.71660765,11.61971671,11.37040231,10.73271973,9.513456358,8.238299564
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Peat Burning,Mt CO/yr,1.690756859,1.690756859,1.690756859,1.690756859,1.690756859,1.690756859,1.690756859,1.690756859,1.690756859,1.690756859
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Residential Commercial Other,Mt CO/yr,27.52290451,22.59930731,21.30615092,9.447296944,7.723557323,7.060437487,6.268158288,5.450896154,4.582448998,3.774769703
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Solvents,Mt CO/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Transportation Sector,Mt CO/yr,35.76694491,30.59308008,27.23448815,27.21731228,24.71044862,19.597364,12.48190698,9.302209399,5.950667793,4.087245664
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|CO|Waste,Mt CO/yr,1.228085769,1.129368322,0.924796867,0.731818758,0.590652792,0.467787361,0.369197291,0.290210906,0.227600747,0.177894597
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3,Mt NH3/yr,11.26129665,11.23849915,11.90963946,12.1630198,12.01820837,11.56209692,10.87771782,10.34912052,10.01162536,9.705204657
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Agricultural Waste Burning,Mt NH3/yr,0.046047488,0.04415664,0.039412906,0.034576796,0.030122542,0.025802135,0.021683785,0.017898534,0.014493122,0.01149659
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Agriculture,Mt NH3/yr,9.865894505,9.942735215,10.59238477,10.88097597,10.78956003,10.37748578,9.722988269,9.210656257,8.911711089,8.660546322
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Energy Sector,Mt NH3/yr,0.054188852,0.050123093,0.037657446,0.025273804,0.022087493,0.018482163,0.012548453,0.009123076,0.005851984,0.003885283
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Forest Burning,Mt NH3/yr,0.329117822,0.323344264,0.313006692,0.303119622,0.293373847,0.283929381,0.274770334,0.266127852,0.258098951,0.251121081
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Grassland Burning,Mt NH3/yr,0.111206658,0.118626799,0.133062363,0.145854617,0.15686623,0.166414569,0.174278884,0.179767421,0.183091132,0.184263987
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Industrial Sector,Mt NH3/yr,0.16188752,0.176226184,0.202289467,0.196329716,0.177556761,0.169088089,0.156967218,0.136398976,0.106531392,0.080019002
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Peat Burning,Mt NH3/yr,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438,0.031915438
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Residential Commercial Other,Mt NH3/yr,0.149346094,0.1092584,0.114327035,0.11404498,0.113954186,0.113948718,0.113942662,0.113936112,0.113928704,0.113921785
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Solvents,Mt NH3/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Transportation Sector,Mt NH3/yr,0.215493196,0.145914002,0.149384227,0.134729738,0.106572733,0.078831536,0.072423665,0.087097738,0.089804434,0.071836057
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NH3|Waste,Mt NH3/yr,0.296199075,0.296199113,0.296199113,0.296199113,0.296199113,0.296199113,0.296199113,0.296199113,0.296199113,0.296199113
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx,Mt NOx/yr,25.2724996,19.49340926,15.23397356,12.73943548,10.71496653,9.076469513,7.954492095,7.264335874,6.453390708,5.948610885
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Agricultural Waste Burning,Mt NOx/yr,0.076937618,0.076914307,0.074858187,0.072145318,0.069636519,0.06686106,0.063883765,0.061139064,0.059021769,0.057134161
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Agriculture,Mt NOx/yr,0.460773629,0.484347794,0.54107068,0.594935206,0.645952979,0.695267192,0.727099402,0.756731174,0.760083023,0.761194711
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Energy Sector,Mt NOx/yr,5.960976454,4.729023926,3.692074453,2.926407263,2.40432575,1.940438924,1.51982066,1.1268173,0.6167107,0.4684467
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Forest Burning,Mt NOx/yr,0.197705168,0.199973318,0.204660039,0.208890793,0.212527015,0.215740917,0.218587925,0.221588308,0.22491933,0.229611689
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Grassland Burning,Mt NOx/yr,0.796743772,0.777837376,0.747360707,0.717752659,0.688732226,0.660857167,0.632374505,0.600267879,0.565858169,0.529410223
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Industrial Sector,Mt NOx/yr,3.551972776,3.548659641,3.577836248,3.14870453,2.704052764,2.542742746,2.486088152,2.333202043,1.983859485,1.70627278
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Peat Burning,Mt NOx/yr,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938,0.011416938
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Residential Commercial Other,Mt NOx/yr,2.267709723,2.225067101,1.795434808,0.892110516,0.602034624,0.595160225,0.581797917,0.563964583,0.526872155,0.492181883
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Solvents,Mt NOx/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Transportation Sector,Mt NOx/yr,11.83612037,7.339499905,4.511761104,4.107499077,3.329908896,2.311942163,1.68512597,1.567011,1.6868614,1.678757
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|NOx|Waste,Mt NOx/yr,0.112143152,0.100668955,0.0775004,0.059573177,0.046378817,0.036042183,0.028296863,0.022197586,0.017787739,0.014184799
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC,Mt OC/yr,3.513793791,3.177294278,2.895145248,2.714410512,2.565350875,2.418216553,2.268322449,2.124769328,1.973064977,1.845845149
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC|Agricultural Waste Burning,Mt OC/yr,0.066230656,0.066587806,0.065492624,0.063799447,0.062236234,0.06038435,0.058277224,0.056320428,0.054900068,0.053611388
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC|Agriculture,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC|Energy Sector,Mt OC/yr,0.217226503,0.165022414,0.151110799,0.14494035,0.147771089,0.139467842,0.122282378,0.102674706,0.067545305,0.045160835
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC|Forest Burning,Mt OC/yr,1.433018478,1.381410047,1.287477314,1.200438613,1.118670823,1.042447032,0.971414171,0.906670557,0.848206491,0.798248783
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC|Grassland Burning,Mt OC/yr,0.540056124,0.541670489,0.547854974,0.55207049,0.554163261,0.554742903,0.552505756,0.544770278,0.532449811,0.515670225
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC|Industrial Sector,Mt OC/yr,0.085890394,0.076661048,0.060362829,0.045195987,0.031682305,0.025402487,0.020240417,0.015090677,0.010323995,0.007258686
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC|Peat Burning,Mt OC/yr,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477,0.114222477
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC|Residential Commercial Other,Mt OC/yr,0.85085864,0.681108431,0.562172778,0.503375183,0.464257805,0.430936982,0.393930193,0.359951312,0.32780862,0.298112943
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC|Solvents,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,CMIP6 Emissions|OC|Transportation Sector,Mt OC/yr,0.139678324,0.090513231,0.063562397,0.060214117,0.05042077,0.035018858,0.024370704,0.017215156,0.012047282,0.009633375
